dataset_name,acc_full,task_type,acc_step,step,delta,delta_pp,winner
eye_movements,0.7321755027422303,multiclass,0.7239488117001828,50,0.00822669104204754,0.822669104204754,full_training
heloc,0.7265,binclass,0.726,50,0.000500000000000056,0.050000000000005596,full_training
htru,0.9787709497206704,binclass,0.979608938547486,50,-0.0008379888268156277,-0.08379888268156277,icl_training
kr-vs-k,0.8508553100498931,multiclass,0.8508553100498931,50,0.0,0.0,tie
led7,0.74375,multiclass,0.74375,50,0.0,0.0,tie
mammography,0.9888243182834152,binclass,0.9874832364774252,50,0.0013410818059900187,0.13410818059900187,full_training
mfeat-fourier,0.8925,multiclass,0.8975,50,-0.0050000000000000044,-0.5000000000000004,icl_training
mfeat-pixel,0.975,multiclass,0.975,50,0.0,0.0,tie
microaggregation2,0.6375,multiclass,0.63925,50,-0.0017500000000000293,-0.17500000000000293,icl_training
one-hundred-plants-margin,0.909375,multiclass,0.909375,50,0.0,0.0,tie
online_shoppers,0.9038929440389294,binclass,0.9022708840227088,50,0.0016220600162205612,0.16220600162205612,full_training
page-blocks,0.9789954337899544,multiclass,0.9789954337899544,50,0.0,0.0,tie
pc4,0.910958904109589,binclass,0.910958904109589,50,0.0,0.0,tie
pol,0.9816559246405552,binclass,0.9821517104610809,50,-0.0004957858205256738,-0.04957858205256738,icl_training
rice_cammeo_and_osmancik,0.926509186351706,binclass,0.9291338582677166,50,-0.002624671916010568,-0.2624671916010568,icl_training
satimage,0.9401244167962676,multiclass,0.9409020217729394,50,-0.0007776049766717863,-0.07776049766717863,icl_training
semeion,0.9498432601880876,multiclass,0.9498432601880876,50,0.0,0.0,tie
splice,0.9608150470219436,multiclass,0.962382445141066,50,-0.0015673981191223207,-0.15673981191223207,icl_training
steel_plates_faults,0.8354755784061697,multiclass,0.8380462724935732,50,-0.0025706940874035134,-0.25706940874035134,icl_training
telco-customer-churn,0.808374733853797,binclass,0.8069552874378992,50,0.0014194464158977516,0.14194464158977516,full_training
thyroid-ann,0.9920529801324504,multiclass,0.9933774834437086,50,-0.0013245033112582183,-0.13245033112582183,icl_training
twonorm,0.979054054054054,binclass,0.979054054054054,50,0.0,0.0,tie
walking-activity,0.6641443733886898,multiclass,0.6641443733886898,50,0.0,0.0,tie
waveform-5000,0.869,multiclass,0.868,50,0.0010000000000000009,0.10000000000000009,full_training
website_phishing,0.915129151291513,multiclass,0.915129151291513,50,0.0,0.0,tie
wine-quality-white,0.6877551020408164,multiclass,0.6887755102040817,50,-0.0010204081632653184,-0.10204081632653184,icl_training
