dataset_name,acc_full,task_type,acc_step,step,delta,delta_pp,winner
FOREX_cadjpy-day-High,0.7275204359673024,binclass,0.7193460490463215,20,0.008174386920980936,0.8174386920980936,full_training
Fitness_Club_c,0.7933333333333333,binclass,0.7933333333333333,20,0.0,0.0,tie
Gender_Gap_in_Spanish_WP,0.6094736842105263,multiclass,0.6094736842105263,20,0.0,0.0,tie
IBM_HR_Analytics_Employee_Attrition_and_Performance,0.8639455782312925,binclass,0.8639455782312925,20,0.0,0.0,tie
JapaneseVowels,0.9989964877069744,multiclass,0.9989964877069744,20,0.0,0.0,tie
MagicTelescope,0.8840694006309149,binclass,0.8832807570977917,20,0.0007886435331231345,0.07886435331231345,full_training
National_Health_and_Nutrition_Health_Survey,0.8377192982456141,binclass,0.8377192982456141,20,0.0,0.0,tie
Pima_Indians_Diabetes_Database,0.7467532467532467,binclass,0.7467532467532467,20,0.0,0.0,tie
QSAR_biodegradation,0.8815165876777251,binclass,0.8815165876777251,20,0.0,0.0,tie
Satellite,0.9931372549019608,binclass,0.9931372549019608,20,0.0,0.0,tie
Water_Quality_and_Potability,0.6387195121951219,binclass,0.6371951219512195,20,0.0015243902439023849,0.1524390243902385,full_training
ada_prior,0.8400876232201533,binclass,0.8411829134720701,20,-0.0010952902519167917,-0.10952902519167917,icl_training
allrep,0.9854304635761588,multiclass,0.9854304635761588,20,0.0,0.0,tie
autoUniv-au4-2500,0.526,multiclass,0.528,20,-0.0020000000000000018,-0.20000000000000018,icl_training
banknote_authentication,0.5563636363636364,binclass,0.5563636363636364,20,0.0,0.0,tie
churn,0.954,binclass,0.954,20,0.0,0.0,tie
compass,0.8347852207870231,binclass,0.8371883448483028,20,-0.0024031240612797378,-0.24031240612797378,icl_training
delta_ailerons,0.953015427769986,binclass,0.953015427769986,20,0.0,0.0,tie
drug_consumption,0.403183023872679,multiclass,0.403183023872679,20,0.0,0.0,tie
eye_movements_bin,0.6307490144546649,binclass,0.626149802890933,20,0.0045992115637318864,0.45992115637318864,full_training
hill-valley,0.925925925925926,binclass,0.925925925925926,20,0.0,0.0,tie
ibm-employee-performance,1.0,binclass,1.0,20,0.0,0.0,tie
internet_usage,0.5296735905044511,multiclass,0.5296735905044511,20,0.0,0.0,tie
kc1,0.8838862559241706,binclass,0.8838862559241706,20,0.0,0.0,tie
kropt,0.852815395580898,multiclass,0.852815395580898,20,0.0,0.0,tie
letter,0.98625,multiclass,0.98625,20,0.0,0.0,tie
maternal_health_risk,0.8719211822660099,multiclass,0.8719211822660099,20,0.0,0.0,tie
mfeat-karhunen,0.975,multiclass,0.975,20,0.0,0.0,tie
mfeat-zernike,0.8625,multiclass,0.8625,20,0.0,0.0,tie
national-longitudinal-survey-binary,1.0,binclass,1.0,20,0.0,0.0,tie
one-hundred-plants-shape,0.8,multiclass,0.8,20,0.0,0.0,tie
optdigits,0.99644128113879,multiclass,0.99644128113879,20,0.0,0.0,tie
pc1,0.945945945945946,binclass,0.945945945945946,20,0.0,0.0,tie
pendigits,0.9972714870395636,multiclass,0.9972714870395636,20,0.0,0.0,tie
predict_students_dropout_and_academic_success,0.7627118644067796,multiclass,0.7627118644067796,20,0.0,0.0,tie
ringnorm,0.9797297297297296,binclass,0.9797297297297296,20,0.0,0.0,tie
segment,0.935064935064935,multiclass,0.935064935064935,20,0.0,0.0,tie
sports_articles_for_objectivity_analysis,0.85,binclass,0.855,20,-0.0050000000000000044,-0.5000000000000004,icl_training
sylvine,0.9697560975609756,binclass,0.9707317073170731,20,-0.0009756097560975618,-0.09756097560975618,icl_training
texture,1.0,multiclass,1.0,20,0.0,0.0,tie
thyroid-dis,0.6910714285714286,multiclass,0.6964285714285714,20,-0.005357142857142838,-0.5357142857142838,icl_training
vehicle,0.8647058823529412,multiclass,0.8588235294117647,20,0.005882352941176561,0.5882352941176561,full_training
wall-robot-navigation,0.9871794871794872,multiclass,0.989010989010989,20,-0.001831501831501825,-0.1831501831501825,icl_training
waveform_database_generator,0.355,multiclass,0.356,20,-0.0010000000000000009,-0.10000000000000009,icl_training
wine,0.7729941291585127,binclass,0.7729941291585127,20,0.0,0.0,tie
yeast,0.6262626262626263,multiclass,0.6262626262626263,20,0.0,0.0,tie
Amazon_employee_access,0.9440036618858711,binclass,0.9443088190418064,20,-0.00030515715593526505,-0.030515715593526505,icl_training
Basketball_c,0.7089552238805971,binclass,0.7089552238805971,20,0.0,0.0,tie
Click_prediction_small,0.8317897371714643,binclass,0.8317897371714643,20,0.0,0.0,tie
Diabetic_Retinopathy_Debrecen,0.7532467532467533,binclass,0.7532467532467533,20,0.0,0.0,tie
FICO-HELOC-cleaned,0.7432911392405064,binclass,0.7432911392405064,20,0.0,0.0,tie
FOREX_audchf-day-High,0.7384196185286104,binclass,0.7384196185286104,20,0.0,0.0,tie
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,0.66875,binclass,0.66875,20,0.0,0.0,tie
GesturePhaseSegmentationProcessed,0.8055696202531646,multiclass,0.7984810126582278,20,0.007088607594936791,0.7088607594936791,full_training
KDDCup09_upselling,0.8148148148148148,binclass,0.8138401559454191,20,0.0009746588693956282,0.09746588693956282,full_training
Marketing_Campaign,0.890625,binclass,0.890625,20,0.0,0.0,tie
PhishingWebsites,0.9800995024875622,binclass,0.9800995024875622,20,0.0,0.0,tie
PizzaCutter3,0.8803827751196173,binclass,0.8803827751196173,20,0.0,0.0,tie
Telecom_Churn_Dataset,0.9550224887556222,binclass,0.9550224887556222,20,0.0,0.0,tie
Wilt,0.9927461139896372,binclass,0.9927461139896372,20,0.0,0.0,tie
ada,0.8493975903614458,binclass,0.8481927710843373,20,0.001204819277108471,0.12048192771084709,full_training
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.615,binclass,0.6125,20,0.0024999999999999467,0.24999999999999467,full_training
analcatdata_authorship,0.9881656804733728,multiclass,0.9881656804733728,20,0.0,0.0,tie
autoUniv-au7-1100,0.4090909090909091,multiclass,0.4045454545454545,20,0.00454545454545463,0.454545454545463,full_training
baseball,0.9477611940298508,multiclass,0.9477611940298508,20,0.0,0.0,tie
cmc,0.5898305084745763,multiclass,0.5864406779661017,20,0.003389830508474634,0.3389830508474634,full_training
contraceptive_method_choice,0.6305084745762712,multiclass,0.6237288135593221,20,0.006779661016949157,0.6779661016949157,full_training
dis,0.9827814569536424,binclass,0.9841059602649008,20,-0.0013245033112584403,-0.13245033112584403,icl_training
dry_bean_dataset,0.9280205655526992,multiclass,0.927653323540213,20,0.0003672420124861686,0.03672420124861686,full_training
estimation_of_obesity_levels,0.983451536643026,multiclass,0.983451536643026,20,0.0,0.0,tie
first-order-theorem-proving,0.6299019607843137,multiclass,0.6282679738562091,20,0.0016339869281045694,0.16339869281045694,full_training
golf_play_dataset_extended,0.9360730593607306,binclass,0.9360730593607306,20,0.0,0.0,tie
house_16H,0.8891771682727947,binclass,0.8899184581171238,20,-0.000741289844329085,-0.0741289844329085,icl_training
in_vehicle_coupon_recommendation,0.7950335041387465,binclass,0.7946393378005518,20,0.00039416633819466806,0.039416633819466806,full_training
jm1,0.8222324299494718,binclass,0.8222324299494718,20,0.0,0.0,tie
kdd_ipums_la_97-small,0.8863198458574181,binclass,0.8872832369942196,20,-0.0009633911368015502,-0.09633911368015502,icl_training
led24,0.734375,multiclass,0.734375,20,0.0,0.0,tie
mfeat-factors,0.9725,multiclass,0.9725,20,0.0,0.0,tie
mfeat-morphological,0.755,multiclass,0.755,20,0.0,0.0,tie
mice_protein_expression,1.0,multiclass,1.0,20,0.0,0.0,tie
mozilla4,0.9401736892891605,binclass,0.9404953361209392,20,-0.00032164683177871023,-0.03216468317787102,icl_training
okcupid_stem,0.7473763118440779,multiclass,0.7475637181409296,20,-0.00018740629685165544,-0.018740629685165544,icl_training
one-hundred-plants-texture,0.91875,multiclass,0.91875,20,0.0,0.0,tie
ozone-level-8hr,0.9566074950690336,binclass,0.9566074950690336,20,0.0,0.0,tie
pc3,0.9009584664536742,binclass,0.9009584664536742,20,0.0,0.0,tie
phoneme,0.9000925069380203,binclass,0.8991674375578168,20,0.0009250693802035359,0.09250693802035359,full_training
qsar,0.9004739336492891,binclass,0.90521327014218,20,-0.004739336492890933,-0.4739336492890933,icl_training
rl,0.8531187122736419,binclass,0.8531187122736419,20,0.0,0.0,tie
seismic+bumps,0.9342359767891684,binclass,0.9342359767891684,20,0.0,0.0,tie
spambase,0.9587404994571118,binclass,0.9598262757871878,20,-0.0010857763300760048,-0.10857763300760048,icl_training
statlog,0.735,binclass,0.735,20,0.0,0.0,tie
taiwanese_bankruptcy_prediction,0.9728739002932552,binclass,0.9721407624633432,20,0.0007331378299119118,0.07331378299119118,full_training
thyroid,0.9923611111111112,multiclass,0.9923611111111112,20,0.0,0.0,tie
turiye_student_evaluation,0.5223367697594502,multiclass,0.5257731958762887,20,-0.0034364261168384758,-0.3436426116838476,icl_training
volkert,0.7337506431143886,multiclass,0.7337506431143886,20,0.0,0.0,tie
water_quality,0.9075,binclass,0.908125,20,-0.0006249999999999867,-0.06249999999999867,icl_training
waveform_database_generator_version_1,0.865,multiclass,0.866,20,-0.0010000000000000009,-0.10000000000000009,icl_training
wine-quality-red,0.66875,multiclass,0.66875,20,0.0,0.0,tie
BLE_RSSI_dataset_for_Indoor_localization,0.7386079118678017,multiclass,0.7376064096144216,20,0.0010015022533801377,0.10015022533801377,full_training
California-Housing-Classification,0.9123062015503876,binclass,0.9132751937984496,20,-0.0009689922480620172,-0.09689922480620172,icl_training
E-CommereShippingData,0.6763636363636364,binclass,0.6763636363636364,20,0.0,0.0,tie
FOREX_audcad-day-High,0.7356948228882834,binclass,0.7356948228882834,20,0.0,0.0,tie
FOREX_audjpy-day-High,0.771117166212534,binclass,0.771117166212534,20,0.0,0.0,tie
Firm-Teacher_Clave-Direction_Classification,0.8787037037037037,multiclass,0.8782407407407408,20,0.0004629629629628873,0.04629629629628873,full_training
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,0.68125,binclass,0.68125,20,0.0,0.0,tie
HR_Analytics_Job_Change_of_Data_Scientists,0.7990605427974948,binclass,0.8001043841336117,20,-0.0010438413361169019,-0.10438413361169019,icl_training
MIC,0.9090909090909092,binclass,0.906060606060606,20,0.003030303030303161,0.3030303030303161,full_training
Mobile_Price_Classification,0.94,multiclass,0.94,20,0.0,0.0,tie
PieChart3,0.875,binclass,0.8796296296296297,20,-0.00462962962962965,-0.462962962962965,icl_training
Pumpkin_Seeds,0.872,binclass,0.874,20,-0.0020000000000000018,-0.20000000000000018,icl_training
UJI_Pen_Characters,0.5421245421245421,multiclass,0.5421245421245421,20,0.0,0.0,tie
abalone,0.6471291866028708,multiclass,0.645933014354067,20,0.0011961722488037507,0.11961722488037507,full_training
ada_agnostic,0.8378970427163198,binclass,0.8400876232201533,20,-0.0021905805038334725,-0.21905805038334725,icl_training
allbp,0.9788079470198676,multiclass,0.9788079470198676,20,0.0,0.0,tie
artificial-characters,0.87720156555773,multiclass,0.87720156555773,20,0.0,0.0,tie
car-evaluation,0.9797687861271676,multiclass,0.9826589595375722,20,-0.0028901734104046506,-0.28901734104046506,icl_training
company_bankruptcy_prediction,0.9699413489736072,binclass,0.9706744868035192,20,-0.0007331378299120228,-0.07331378299120228,icl_training
credit,0.784026323661382,binclass,0.784026323661382,20,0.0,0.0,tie
dna,0.963949843260188,multiclass,0.963949843260188,20,0.0,0.0,tie
eeg-eye-state,0.9913217623497996,binclass,0.9913217623497996,20,0.0,0.0,tie
eye_movements,0.720292504570384,multiclass,0.7221206581352834,20,-0.001828153564899404,-0.1828153564899404,icl_training
heloc,0.7265,binclass,0.7255,20,0.0010000000000000009,0.10000000000000009,full_training
htru,0.979608938547486,binclass,0.979608938547486,20,0.0,0.0,tie
kr-vs-k,0.8508553100498931,multiclass,0.8508553100498931,20,0.0,0.0,tie
led7,0.74375,multiclass,0.74375,20,0.0,0.0,tie
mammography,0.9892713455520786,binclass,0.9892713455520786,20,0.0,0.0,tie
mfeat-fourier,0.8925,multiclass,0.89,20,0.0024999999999999467,0.24999999999999467,full_training
mfeat-pixel,0.975,multiclass,0.975,20,0.0,0.0,tie
microaggregation2,0.63725,multiclass,0.638,20,-0.0007500000000000284,-0.07500000000000284,icl_training
one-hundred-plants-margin,0.909375,multiclass,0.909375,20,0.0,0.0,tie
online_shoppers,0.90551500405515,binclass,0.9047039740470396,20,0.0008110300081103361,0.08110300081103361,full_training
page-blocks,0.9789954337899544,multiclass,0.9789954337899544,20,0.0,0.0,tie
pc4,0.9143835616438356,binclass,0.9143835616438356,20,0.0,0.0,tie
pol,0.9826474962816064,binclass,0.983143282102132,20,-0.0004957858205255627,-0.049578582052556275,icl_training
rice_cammeo_and_osmancik,0.9291338582677166,binclass,0.9291338582677166,20,0.0,0.0,tie
satimage,0.937791601866252,multiclass,0.9385692068429238,20,-0.0007776049766717863,-0.07776049766717863,icl_training
semeion,0.9561128526645768,multiclass,0.9561128526645768,20,0.0,0.0,tie
splice,0.9592476489028212,multiclass,0.9592476489028212,20,0.0,0.0,tie
steel_plates_faults,0.8380462724935732,multiclass,0.8380462724935732,20,0.0,0.0,tie
telco-customer-churn,0.8062455642299503,binclass,0.8048261178140526,20,0.0014194464158977516,0.14194464158977516,full_training
thyroid-ann,0.9920529801324504,multiclass,0.990728476821192,20,0.0013245033112583293,0.13245033112583293,full_training
twonorm,0.9783783783783784,binclass,0.9797297297297296,20,-0.0013513513513512265,-0.13513513513512265,icl_training
walking-activity,0.6641443733886898,multiclass,0.6641443733886898,20,0.0,0.0,tie
waveform-5000,0.87,multiclass,0.873,20,-0.0030000000000000027,-0.30000000000000027,icl_training
website_phishing,0.915129151291513,multiclass,0.922509225092251,20,-0.0073800738007380184,-0.7380073800738018,icl_training
wine-quality-white,0.6836734693877551,multiclass,0.6857142857142857,20,-0.0020408163265306367,-0.20408163265306367,icl_training
ASP-POTASSCO-classification,0.4401544401544401,multiclass,0.4401544401544401,30,0.0,0.0,tie
Bank_Customer_Churn_Dataset,0.877,binclass,0.8755,30,0.0015000000000000568,0.15000000000000568,full_training
Customer_Personality_Analysis,0.8839285714285714,binclass,0.8839285714285714,30,0.0,0.0,tie
Employee,0.849624060150376,binclass,0.849624060150376,30,0.0,0.0,tie
FOREX_cadjpy-day-High,0.7220708446866485,binclass,0.7166212534059946,30,0.00544959128065392,0.544959128065392,full_training
Fitness_Club_c,0.7933333333333333,binclass,0.7933333333333333,30,0.0,0.0,tie
Gender_Gap_in_Spanish_WP,0.608421052631579,multiclass,0.6105263157894737,30,-0.002105263157894721,-0.21052631578947212,icl_training
IBM_HR_Analytics_Employee_Attrition_and_Performance,0.8639455782312925,binclass,0.8639455782312925,30,0.0,0.0,tie
JapaneseVowels,0.9989964877069744,multiclass,0.9989964877069744,30,0.0,0.0,tie
MagicTelescope,0.8840694006309149,binclass,0.8845951629863302,30,-0.000525762355415349,-0.0525762355415349,icl_training
National_Health_and_Nutrition_Health_Survey,0.8399122807017544,binclass,0.8399122807017544,30,0.0,0.0,tie
Pima_Indians_Diabetes_Database,0.7467532467532467,binclass,0.7467532467532467,30,0.0,0.0,tie
QSAR_biodegradation,0.8815165876777251,binclass,0.8815165876777251,30,0.0,0.0,tie
Satellite,0.9931372549019608,binclass,0.9931372549019608,30,0.0,0.0,tie
Water_Quality_and_Potability,0.6371951219512195,binclass,0.6402439024390244,30,-0.0030487804878048808,-0.3048780487804881,icl_training
ada_prior,0.8389923329682366,binclass,0.8400876232201533,30,-0.0010952902519166807,-0.10952902519166807,icl_training
allrep,0.9827814569536424,multiclass,0.9854304635761588,30,-0.0026490066225164366,-0.26490066225164366,icl_training
autoUniv-au4-2500,0.52,multiclass,0.524,30,-0.0040000000000000036,-0.40000000000000036,icl_training
banknote_authentication,0.5563636363636364,binclass,0.5563636363636364,30,0.0,0.0,tie
churn,0.952,binclass,0.954,30,-0.0020000000000000018,-0.20000000000000018,icl_training
compass,0.835386001802343,binclass,0.8383899068789427,30,-0.0030039050765996445,-0.30039050765996445,icl_training
delta_ailerons,0.9516129032258064,binclass,0.9509116409537168,30,0.0007012622720895534,0.07012622720895534,full_training
drug_consumption,0.403183023872679,multiclass,0.403183023872679,30,0.0,0.0,tie
eye_movements_bin,0.6353482260183968,binclass,0.6307490144546649,30,0.0045992115637318864,0.45992115637318864,full_training
hill-valley,0.9300411522633744,binclass,0.934156378600823,30,-0.004115226337448652,-0.4115226337448652,icl_training
ibm-employee-performance,1.0,binclass,1.0,30,0.0,0.0,tie
internet_usage,0.5296735905044511,multiclass,0.5296735905044511,30,0.0,0.0,tie
kc1,0.8862559241706162,binclass,0.8838862559241706,30,0.0023696682464455776,0.23696682464455776,full_training
kropt,0.852815395580898,multiclass,0.852815395580898,30,0.0,0.0,tie
letter,0.98625,multiclass,0.98625,30,0.0,0.0,tie
maternal_health_risk,0.8719211822660099,multiclass,0.8719211822660099,30,0.0,0.0,tie
mfeat-karhunen,0.975,multiclass,0.975,30,0.0,0.0,tie
mfeat-zernike,0.8625,multiclass,0.865,30,-0.0024999999999999467,-0.24999999999999467,icl_training
national-longitudinal-survey-binary,1.0,binclass,1.0,30,0.0,0.0,tie
one-hundred-plants-shape,0.8,multiclass,0.8,30,0.0,0.0,tie
optdigits,0.99644128113879,multiclass,0.99644128113879,30,0.0,0.0,tie
pc1,0.945945945945946,binclass,0.945945945945946,30,0.0,0.0,tie
pendigits,0.9972714870395636,multiclass,0.9972714870395636,30,0.0,0.0,tie
predict_students_dropout_and_academic_success,0.7649717514124293,multiclass,0.7615819209039548,30,0.003389830508474523,0.3389830508474523,full_training
ringnorm,0.9804054054054054,binclass,0.9804054054054054,30,0.0,0.0,tie
segment,0.935064935064935,multiclass,0.9329004329004328,30,0.0021645021645022577,0.21645021645022577,full_training
sports_articles_for_objectivity_analysis,0.84,binclass,0.84,30,0.0,0.0,tie
sylvine,0.9697560975609756,binclass,0.9707317073170731,30,-0.0009756097560975618,-0.09756097560975618,icl_training
texture,1.0,multiclass,1.0,30,0.0,0.0,tie
thyroid-dis,0.6910714285714286,multiclass,0.6964285714285714,30,-0.005357142857142838,-0.5357142857142838,icl_training
vehicle,0.8647058823529412,multiclass,0.8647058823529412,30,0.0,0.0,tie
wall-robot-navigation,0.98992673992674,multiclass,0.989010989010989,30,0.0009157509157509125,0.09157509157509125,full_training
waveform_database_generator,0.362,multiclass,0.356,30,0.006000000000000005,0.6000000000000005,full_training
wine,0.7710371819960861,binclass,0.7710371819960861,30,0.0,0.0,tie
yeast,0.632996632996633,multiclass,0.6262626262626263,30,0.006734006734006703,0.6734006734006703,full_training
Amazon_employee_access,0.9443088190418064,binclass,0.9443088190418064,30,0.0,0.0,tie
Basketball_c,0.7089552238805971,binclass,0.7089552238805971,30,0.0,0.0,tie
Click_prediction_small,0.8317897371714643,binclass,0.8317897371714643,30,0.0,0.0,tie
Diabetic_Retinopathy_Debrecen,0.7445887445887446,binclass,0.7489177489177489,30,-0.0043290043290042934,-0.43290043290042934,icl_training
FICO-HELOC-cleaned,0.7437974683544304,binclass,0.7437974683544304,30,0.0,0.0,tie
FOREX_audchf-day-High,0.7329700272479565,binclass,0.7438692098092643,30,-0.01089918256130784,-1.089918256130784,icl_training
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,0.66875,binclass,0.66875,30,0.0,0.0,tie
GesturePhaseSegmentationProcessed,0.8060759493670886,multiclass,0.7969620253164557,30,0.009113924050632938,0.9113924050632938,full_training
KDDCup09_upselling,0.8138401559454191,binclass,0.8118908382066277,30,0.0019493177387914784,0.19493177387914784,full_training
Marketing_Campaign,0.890625,binclass,0.890625,30,0.0,0.0,tie
PhishingWebsites,0.9796472184531886,binclass,0.979194934418815,30,0.00045228403437358455,0.045228403437358455,full_training
PizzaCutter3,0.8803827751196173,binclass,0.8803827751196173,30,0.0,0.0,tie
Telecom_Churn_Dataset,0.9565217391304348,binclass,0.9535232383808095,30,0.002998500749625266,0.2998500749625266,full_training
Wilt,0.9927461139896372,binclass,0.9927461139896372,30,0.0,0.0,tie
ada,0.8493975903614458,binclass,0.8481927710843373,30,0.001204819277108471,0.12048192771084709,full_training
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.615,binclass,0.61,30,0.0050000000000000044,0.5000000000000004,full_training
analcatdata_authorship,0.9881656804733728,multiclass,0.9881656804733728,30,0.0,0.0,tie
autoUniv-au7-1100,0.3954545454545454,multiclass,0.3909090909090909,30,0.004545454545454519,0.4545454545454519,full_training
baseball,0.9477611940298508,multiclass,0.9477611940298508,30,0.0,0.0,tie
cmc,0.5830508474576271,multiclass,0.5864406779661017,30,-0.003389830508474523,-0.3389830508474523,icl_training
contraceptive_method_choice,0.6338983050847458,multiclass,0.6305084745762712,30,0.003389830508474523,0.3389830508474523,full_training
dis,0.9827814569536424,binclass,0.9841059602649008,30,-0.0013245033112584403,-0.13245033112584403,icl_training
dry_bean_dataset,0.9283878075651856,multiclass,0.9283878075651856,30,0.0,0.0,tie
estimation_of_obesity_levels,0.983451536643026,multiclass,0.983451536643026,30,0.0,0.0,tie
first-order-theorem-proving,0.6331699346405228,multiclass,0.6274509803921569,30,0.005718954248365993,0.5718954248365993,full_training
golf_play_dataset_extended,0.9269406392694064,binclass,0.9269406392694064,30,0.0,0.0,tie
house_16H,0.8902891030392883,binclass,0.8895478131949592,30,0.000741289844329085,0.0741289844329085,full_training
in_vehicle_coupon_recommendation,0.7910918407567994,binclass,0.7938510051241624,30,-0.0027591643673630095,-0.27591643673630095,icl_training
jm1,0.8231511254019293,binclass,0.8231511254019293,30,0.0,0.0,tie
kdd_ipums_la_97-small,0.8872832369942196,binclass,0.8872832369942196,30,0.0,0.0,tie
led24,0.734375,multiclass,0.7359375,30,-0.0015625000000000222,-0.15625000000000222,icl_training
mfeat-factors,0.975,multiclass,0.9725,30,0.0024999999999999467,0.24999999999999467,full_training
mfeat-morphological,0.7625,multiclass,0.7575,30,0.0050000000000000044,0.5000000000000004,full_training
mice_protein_expression,1.0,multiclass,1.0,30,0.0,0.0,tie
mozilla4,0.940816982952718,binclass,0.9414602766162752,30,-0.0006432936635571984,-0.06432936635571984,icl_training
okcupid_stem,0.7477511244377811,multiclass,0.7483133433283359,30,-0.0005622188905547443,-0.05622188905547443,icl_training
one-hundred-plants-texture,0.91875,multiclass,0.91875,30,0.0,0.0,tie
ozone-level-8hr,0.9566074950690336,binclass,0.9566074950690336,30,0.0,0.0,tie
pc3,0.9009584664536742,binclass,0.9009584664536742,30,0.0,0.0,tie
phoneme,0.9000925069380203,binclass,0.901017576318224,30,-0.0009250693802036469,-0.09250693802036469,icl_training
qsar,0.9004739336492891,binclass,0.90521327014218,30,-0.004739336492890933,-0.4739336492890933,icl_training
rl,0.858148893360161,binclass,0.8541247484909457,30,0.004024144869215318,0.4024144869215318,full_training
seismic+bumps,0.9342359767891684,binclass,0.9342359767891684,30,0.0,0.0,tie
spambase,0.9576547231270358,binclass,0.9554831704668838,30,0.0021715526601520097,0.21715526601520097,full_training
statlog,0.735,binclass,0.735,30,0.0,0.0,tie
taiwanese_bankruptcy_prediction,0.9721407624633432,binclass,0.9721407624633432,30,0.0,0.0,tie
thyroid,0.9916666666666668,multiclass,0.9923611111111112,30,-0.000694444444444442,-0.0694444444444442,icl_training
turiye_student_evaluation,0.5292096219931272,multiclass,0.5300687285223368,30,-0.0008591065292096189,-0.0859106529209619,icl_training
volkert,0.7337506431143886,multiclass,0.7337506431143886,30,0.0,0.0,tie
water_quality,0.9075,binclass,0.90875,30,-0.0012499999999999734,-0.12499999999999734,icl_training
waveform_database_generator_version_1,0.865,multiclass,0.864,30,0.0010000000000000009,0.10000000000000009,full_training
wine-quality-red,0.66875,multiclass,0.665625,30,0.0031249999999999334,0.31249999999999334,full_training
BLE_RSSI_dataset_for_Indoor_localization,0.7391086629944917,multiclass,0.7386079118678017,30,0.0005007511266900133,0.05007511266900133,full_training
California-Housing-Classification,0.912063953488372,binclass,0.9123062015503876,30,-0.00024224806201555982,-0.024224806201555982,icl_training
E-CommereShippingData,0.6763636363636364,binclass,0.6772727272727272,30,-0.0009090909090908594,-0.09090909090908594,icl_training
FOREX_audcad-day-High,0.7411444141689373,binclass,0.7411444141689373,30,0.0,0.0,tie
FOREX_audjpy-day-High,0.771117166212534,binclass,0.771117166212534,30,0.0,0.0,tie
Firm-Teacher_Clave-Direction_Classification,0.8763888888888889,multiclass,0.8773148148148148,30,-0.0009259259259258856,-0.09259259259258856,icl_training
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,0.68125,binclass,0.68125,30,0.0,0.0,tie
HR_Analytics_Job_Change_of_Data_Scientists,0.7995824634655533,binclass,0.7998434237995825,30,-0.00026096033402922547,-0.026096033402922547,icl_training
MIC,0.9090909090909092,binclass,0.906060606060606,30,0.003030303030303161,0.3030303030303161,full_training
Mobile_Price_Classification,0.94,multiclass,0.94,30,0.0,0.0,tie
PieChart3,0.875,binclass,0.8796296296296297,30,-0.00462962962962965,-0.462962962962965,icl_training
Pumpkin_Seeds,0.866,binclass,0.87,30,-0.0040000000000000036,-0.40000000000000036,icl_training
UJI_Pen_Characters,0.5421245421245421,multiclass,0.5421245421245421,30,0.0,0.0,tie
abalone,0.6363636363636364,multiclass,0.6423444976076556,30,-0.005980861244019198,-0.5980861244019198,icl_training
ada_agnostic,0.8389923329682366,binclass,0.8400876232201533,30,-0.0010952902519166807,-0.10952902519166807,icl_training
allbp,0.9788079470198676,multiclass,0.9788079470198676,30,0.0,0.0,tie
artificial-characters,0.8816046966731899,multiclass,0.8786692759295499,30,0.0029354207436399493,0.29354207436399493,full_training
car-evaluation,0.9797687861271676,multiclass,0.9826589595375722,30,-0.0028901734104046506,-0.28901734104046506,icl_training
company_bankruptcy_prediction,0.9728739002932552,binclass,0.9706744868035192,30,0.0021994134897359574,0.21994134897359574,full_training
credit,0.7843254561770865,binclass,0.7828297935985642,30,0.0014956625785222943,0.14956625785222943,full_training
dna,0.9655172413793104,multiclass,0.962382445141066,30,0.0031347962382444194,0.31347962382444194,full_training
eeg-eye-state,0.9913217623497996,binclass,0.9913217623497996,30,0.0,0.0,tie
eye_movements,0.7257769652650823,multiclass,0.7225776965265083,30,0.0031992687385740126,0.31992687385740126,full_training
heloc,0.726,binclass,0.726,30,0.0,0.0,tie
htru,0.979608938547486,binclass,0.9804469273743016,30,-0.0008379888268156277,-0.08379888268156277,icl_training
kr-vs-k,0.8508553100498931,multiclass,0.8508553100498931,30,0.0,0.0,tie
led7,0.74375,multiclass,0.74375,30,0.0,0.0,tie
mammography,0.9888243182834152,binclass,0.9888243182834152,30,0.0,0.0,tie
mfeat-fourier,0.8875,multiclass,0.8875,30,0.0,0.0,tie
mfeat-pixel,0.975,multiclass,0.975,30,0.0,0.0,tie
microaggregation2,0.63725,multiclass,0.63725,30,0.0,0.0,tie
one-hundred-plants-margin,0.909375,multiclass,0.909375,30,0.0,0.0,tie
online_shoppers,0.9030819140308192,binclass,0.9042984590429846,30,-0.0012165450121653931,-0.12165450121653931,icl_training
page-blocks,0.9789954337899544,multiclass,0.9789954337899544,30,0.0,0.0,tie
pc4,0.910958904109589,binclass,0.910958904109589,30,0.0,0.0,tie
pol,0.9821517104610809,binclass,0.9821517104610809,30,0.0,0.0,tie
rice_cammeo_and_osmancik,0.9291338582677166,binclass,0.9291338582677166,30,0.0,0.0,tie
satimage,0.9409020217729394,multiclass,0.942457231726283,30,-0.0015552099533436836,-0.15552099533436836,icl_training
semeion,0.9498432601880876,multiclass,0.9498432601880876,30,0.0,0.0,tie
splice,0.962382445141066,multiclass,0.962382445141066,30,0.0,0.0,tie
