dataset_name,group,winner,task_type_iclv2_ensmble32,n_train_iclv2_ensmble32,n_val_iclv2_ensmble32,n_test_compare,n_features_iclv2_ensmble32,n_classes_iclv2_ensmble32,acc_iclv2_ensmble32,acc_ttt_step8,delta_ttt_minus_iclv2,delta_pp,delta_correct_est,fit_seconds_iclv2_ensmble32,predict_seconds_iclv2_ensmble32,total_seconds_iclv2_ensmble32,fit_seconds_ttt_step8,predict_seconds_ttt_step8,ttt_update_seconds,total_seconds_ttt_step8,ttt_applied,ttt_steps,ttt_lr,ttt_loss,ttt_split_strategy,ttt_split_reason,ttt_execution_group,change_strength,dataset_dir_iclv2_ensmble32,dataset_dir_ttt_step8
madeline,ICLv2更高,iclv2_ensmble32,binclass,2512,503,628,259,2,0.9235668789808916,0.9187898089171974,-0.004777070063694211,-0.4777070063694211,-2.9999999999999645,0.9112393856048584,7.026473522186279,7.937712907791138,51.30569052696228,7.264389276504517,50.7149932384491,58.5700798034668,True,8,5e-06,0.1792038730345666,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/madeline,/home/crc00006699/zh/tabiclv2/data178/madeline
PizzaCutter3,ICLv2更高,iclv2_ensmble32,binclass,834,167,209,37,2,0.8851674641148325,0.8803827751196173,-0.004784688995215225,-0.4784688995215225,-0.999999999999982,0.4150717258453369,1.169445276260376,1.584517002105713,11.24736499786377,1.1952400207519531,11.176794528961182,12.442605018615723,True,8,5e-06,0.3170645795762539,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/PizzaCutter3,/home/crc00006699/zh/tabiclv2/data178/PizzaCutter3
sports_articles_for_objectivity_analysis,ICLv2更高,iclv2_ensmble32,binclass,800,160,200,59,2,0.845,0.84,-0.0050000000000000044,-0.5000000000000004,-1.0000000000000009,0.457604169845581,1.4535233974456787,1.9111275672912598,11.980503559112549,1.4234306812286377,11.872050285339355,13.403934240341187,True,8,5e-06,0.436749099753797,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis
FOREX_audchf-day-High,ICLv2更高,iclv2_ensmble32,binclass,1466,294,367,10,2,0.7493188010899182,0.7438692098092643,-0.00544959128065392,-0.544959128065392,-1.999999999999989,0.518930196762085,0.5622596740722656,1.0811898708343506,11.82353925704956,0.546638011932373,11.788756370544434,12.370177268981934,True,8,5e-06,0.5311334412544966,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High
led24,ICLv2更高,iclv2_ensmble32,multiclass,2560,512,640,24,10,0.734375,0.728125,-0.006249999999999978,-0.6249999999999978,-3.999999999999986,0.5526764392852783,1.0999510288238523,1.6526274681091306,17.33793020248413,1.1072430610656738,17.241019010543823,18.445173263549805,True,8,5e-06,0.7702253609895706,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/led24,/home/crc00006699/zh/tabiclv2/data178/led24
Fitness_Club_c,ICLv2更高,iclv2_ensmble32,binclass,1200,240,300,6,2,0.8033333333333333,0.7966666666666666,-0.00666666666666671,-0.666666666666671,-2.000000000000013,0.3587100505828857,0.314408540725708,0.6731185913085938,8.218533754348755,0.2899112701416015,8.188504457473755,8.508445024490356,True,8,5e-06,0.505207821726799,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c
contraceptive_method_choice,ICLv2更高,iclv2_ensmble32,multiclass,1178,236,295,9,3,0.6372881355932203,0.6305084745762712,-0.006779661016949046,-0.6779661016949046,-1.9999999999999685,0.3711190223693847,0.4287645816802978,0.7998836040496825,11.15811252593994,0.4044651985168457,11.12205410003662,11.562577724456785,True,8,5e-06,0.8573869001120329,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/contraceptive_method_choice,/home/crc00006699/zh/tabiclv2/data178/contraceptive_method_choice
golf_play_dataset_extended,ICLv2更高,iclv2_ensmble32,binclass,876,176,219,9,2,0.9452054794520548,0.9360730593607306,-0.0091324200913242,-0.91324200913242,-2.0,0.3920474052429199,0.7353386878967285,1.1273860931396484,10.845552682876589,0.5909819602966309,10.810766458511353,11.43653464317322,True,8,5e-06,0.1729175043292343,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/golf_play_dataset_extended,/home/crc00006699/zh/tabiclv2/data178/golf_play_dataset_extended
pc3,ICLv2更高,iclv2_ensmble32,binclass,1250,250,313,37,2,0.9009584664536742,0.8913738019169329,-0.009584664536741228,-0.9584664536741228,-3.0000000000000044,0.3948109149932861,0.6922037601470947,1.0870146751403809,12.203787326812744,0.7807931900024414,12.12693166732788,12.984580516815186,True,8,5e-06,0.2108610430732369,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/pc3,/home/crc00006699/zh/tabiclv2/data178/pc3
statlog,ICLv2更高,iclv2_ensmble32,binclass,800,160,200,20,2,0.73,0.72,-0.010000000000000009,-1.0000000000000009,-2.0000000000000018,0.394392728805542,0.8092086315155029,1.203601360321045,11.346110582351685,0.7495613098144531,11.29225492477417,12.095671892166138,True,8,5e-06,0.4397819079458713,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/statlog,/home/crc00006699/zh/tabiclv2/data178/statlog
segment,ICLv2更高,iclv2_ensmble32,multiclass,1848,370,462,17,7,0.9545454545454546,0.9437229437229436,-0.010822510822510956,-1.0822510822510956,-5.000000000000061,0.4049055576324463,0.7110483646392822,1.1159539222717285,13.369452714920044,0.7892894744873047,13.321434259414673,14.158742189407349,True,8,5e-06,0.1066057404968887,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/segment,/home/crc00006699/zh/tabiclv2/data178/segment
Gender_Gap_in_Spanish_WP,ICLv2更高,iclv2_ensmble32,multiclass,3796,760,950,13,3,0.6147368421052631,0.6031578947368421,-0.011578947368421022,-1.1578947368421022,-10.999999999999972,0.3775660991668701,1.286104679107666,1.6636707782745361,25.883002519607544,1.43355131149292,25.83180069923401,27.316553831100464,True,8,5e-06,0.802041357383132,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/Gender_Gap_in_Spanish_WP,/home/crc00006699/zh/tabiclv2/data178/Gender_Gap_in_Spanish_WP
wine-quality-red,ICLv2更高,iclv2_ensmble32,multiclass,1279,256,320,4,6,0.68125,0.66875,-0.012500000000000067,-1.2500000000000067,-4.000000000000021,0.3536274433135986,0.3908586502075195,0.744486093521118,11.234669208526611,0.4245696067810058,11.206901550292969,11.659238815307617,True,8,5e-06,0.8341948874294758,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red
Diabetic_Retinopathy_Debrecen,ICLv2更高,iclv2_ensmble32,binclass,920,184,231,19,2,0.7402597402597403,0.7272727272727273,-0.012987012987012991,-1.2987012987012991,-3.000000000000001,0.3694698810577392,0.9668447971343994,1.3363146781921387,11.27055835723877,0.8089470863342285,11.224948406219482,12.079505443572998,True,8,5e-06,0.4530482031404972,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen
first-order-theorem-proving,ICLv2更高,iclv2_ensmble32,multiclass,4894,979,1224,51,6,0.6511437908496732,0.6372549019607843,-0.01388888888888895,-1.388888888888895,-17.000000000000075,0.5518898963928223,3.063654899597168,3.6155447959899902,43.209619998931885,3.2403719425201416,42.98394417762756,46.449991941452026,True,8,5e-06,1.0283319614827633,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving
autoUniv-au4-2500,ICLv2更高,iclv2_ensmble32,multiclass,2000,400,500,100,3,0.728,0.712,-0.016000000000000014,-1.6000000000000014,-8.000000000000007,0.5807514190673828,2.1111903190612797,2.6919417381286626,22.46520686149597,2.20290756225586,22.21168565750122,24.66811442375183,True,8,5e-06,0.7032007668167353,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au4-2500,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au4-2500
steel_plates_faults,ICLv2更高,iclv2_ensmble32,multiclass,1552,311,389,27,7,0.8483290488431876,0.8277634961439588,-0.020565552699228773,-2.0565552699228773,-7.999999999999993,0.3970568180084228,0.7019500732421875,1.0990068912506104,12.57020378112793,0.7540802955627441,12.50330901145935,13.324284076690674,True,8,5e-06,0.5122137647122145,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults
waveform_database_generator,ICLv2更高,iclv2_ensmble32,multiclass,3999,800,1000,21,3,0.354,0.332,-0.021999999999999964,-2.1999999999999966,-21.999999999999964,0.4258010387420654,1.6377296447753906,2.063530683517456,28.869222164154053,1.772789716720581,28.78531265258789,30.642011880874634,True,8,5e-06,1.097113136202097,stratified,stratified split,TTT执行,strong_loss_<=-1pp,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator
