dataset_name,dataset_dir,method,context_length,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_b,n_holdout_c,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_step_losses
mozilla4,/home/crc00006699/zh/tabiclv2/data178/mozilla4,ttt,10,binclass,12436,2488,3109,4,2,0.7446124155677066,29.569680213928223,0.4214155673980713,ok,,9327,3109,0.1922162026166916,20,1e-05,True,29.54240202903748,stratified,stratified split,"[0.20433185994625092, 0.1987936645746231, 0.20009200274944305, 0.19693616032600403, 0.19723951816558838, 0.19680729508399963, 0.1965748816728592, 0.19611047208309174, 0.19540376961231232, 0.195048525929451, 0.19490565359592438, 0.194322407245636, 0.1940331608057022, 0.19366608560085297, 0.19346854090690613, 0.19323740899562836, 0.19289830327033997, 0.19264787435531616, 0.19230340421199799, 0.1922162026166916]"
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset,baseline,10,binclass,23465,4693,5867,86,2,0.8005795125276973,0.3860664367675781,1.545386552810669,ok,,0,0,,0,,False,0.0,,,
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset,ttt,10,binclass,23465,4693,5867,86,2,0.797000170444861,111.10243511199953,1.456146240234375,ok,,17598,5867,0.0510648973286151,20,1e-05,True,110.94255089759828,stratified,stratified split,"[0.08518782258033752, 0.081776462495327, 0.0793185755610466, 0.07714226841926575, 0.07508452981710434, 0.07304257154464722, 0.07099642604589462, 0.06900215893983841, 0.067039854824543, 0.06506909430027008, 0.06321375072002411, 0.06136403977870941, 0.05958757549524307, 0.057801708579063416, 0.056201737374067307, 0.05483632534742355, 0.053674593567848206, 0.05287911742925644, 0.0520058237016201, 0.05106489732861519]"
national-longitudinal-survey-binary,/home/crc00006699/zh/tabiclv2/data178/national-longitudinal-survey-binary,baseline,10,binclass,3926,786,982,16,2,0.6863543788187373,0.3557178974151611,0.3323884010314941,ok,,0,0,,0,,False,0.0,,,
national-longitudinal-survey-binary,/home/crc00006699/zh/tabiclv2/data178/national-longitudinal-survey-binary,ttt,10,binclass,3926,786,982,16,2,0.6812627291242362,5.503735542297363,0.3329951763153076,ok,,2944,982,1.6140741081471788e-06,20,1e-05,True,5.467978477478027,stratified,stratified split,"[0.008383695967495441, 0.002396449912339449, 0.0005764495581388474, 0.00014224213373381644, 4.465844904188998e-05, 2.0516283257165924e-05, 1.2316038919379935e-05, 9.129445970756933e-06, 9.279474397771992e-06, 1.0797496543091256e-05, 8.988915396912489e-06, 5.319063347997144e-06, 3.3323278785246657e-06, 2.6071368210978108e-06, 2.291847522428725e-06, 2.1056805508123944e-06, 1.9680624063767027e-06, 1.8445236946718069e-06, 1.7265682572542573e-06, 1.6140741081471788e-06]"
okcupid_stem,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem,baseline,10,multiclass,21341,4269,5336,13,3,0.7080209895052474,0.3343958854675293,1.4852375984191897,ok,,0,0,,0,,False,0.0,,,
okcupid_stem,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem,ttt,10,multiclass,21341,4269,5336,13,3,0.7102698650674663,79.5519151687622,1.5570061206817627,ok,,16005,5336,0.5698891878128052,20,1e-05,True,79.50176453590393,stratified,stratified split,"[0.6254115700721741, 0.6222639679908752, 0.6130099296569824, 0.6106274127960205, 0.6072190999984741, 0.6022372841835022, 0.5991430282592773, 0.5971613526344299, 0.594676673412323, 0.5926049947738647, 0.5901915431022644, 0.5874061584472656, 0.5858034491539001, 0.5843024253845215, 0.5818960666656494, 0.5795274972915649, 0.5773034691810608, 0.5752114057540894, 0.5729267597198486, 0.5698891878128052]"
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin,baseline,10,multiclass,1280,256,320,64,100,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=100 exceeds context_length=10,0,0,,0,,False,0.0,,,
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin,ttt,10,multiclass,1280,256,320,64,100,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=100 exceeds context_length=10,0,0,,0,,False,0.0,,,
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-shape,baseline,10,multiclass,1280,256,320,64,100,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=100 exceeds context_length=10,0,0,,0,,False,0.0,,,
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-shape,ttt,10,multiclass,1280,256,320,64,100,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=100 exceeds context_length=10,0,0,,0,,False,0.0,,,
one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-texture,baseline,10,multiclass,1279,256,320,64,100,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=100 exceeds context_length=10,0,0,,0,,False,0.0,,,
one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-texture,ttt,10,multiclass,1279,256,320,64,100,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=100 exceeds context_length=10,0,0,,0,,False,0.0,,,
online_shoppers,/home/crc00006699/zh/tabiclv2/data178/online_shoppers,baseline,10,binclass,9864,1973,2466,14,2,0.8450932684509327,0.3454997539520263,0.7253270149230957,ok,,0,0,,0,,False,0.0,,,
online_shoppers,/home/crc00006699/zh/tabiclv2/data178/online_shoppers,ttt,10,binclass,9864,1973,2466,14,2,0.8450932684509327,20.001583337783813,0.7671694755554199,ok,,7398,2466,0.0694029405713081,20,1e-05,True,19.9637463092804,stratified,stratified split,"[0.2390359789133072, 0.2319871336221695, 0.22553640604019165, 0.2191537618637085, 0.21242360770702362, 0.20522332191467285, 0.1973010152578354, 0.18862366676330566, 0.17945648729801178, 0.16936543583869934, 0.15875868499279022, 0.14736610651016235, 0.13532936573028564, 0.12362021207809448, 0.11281094700098038, 0.10267919301986694, 0.09404751658439636, 0.08600138872861862, 0.07802068442106247, 0.06940294057130814]"
optdigits,/home/crc00006699/zh/tabiclv2/data178/optdigits,baseline,10,multiclass,4496,900,1124,64,10,0.552491103202847,0.3609881401062011,0.4567089080810547,ok,,0,0,,0,,False,0.0,,,
optdigits,/home/crc00006699/zh/tabiclv2/data178/optdigits,ttt,10,multiclass,4496,900,1124,64,10,0.5569395017793595,8.434290885925293,0.4808356761932373,ok,,3372,1124,0.0001068361234501,20,1e-05,True,8.373208999633789,stratified,stratified split,"[0.1108124777674675, 0.08718042820692062, 0.06867290288209915, 0.05295716971158981, 0.040033310651779175, 0.029237598180770874, 0.020131122320890427, 0.012752109207212925, 0.00696095684543252, 0.003728725714609027, 0.002085892017930746, 0.0011873873881995678, 0.0007318155257962644, 0.0004946739645674825, 0.000362209917511791, 0.00027665329980663955, 0.00021404735161922872, 0.0001669354533078149, 0.00013212642807047814, 0.00010683612345019355]"
ozone-level-8hr,/home/crc00006699/zh/tabiclv2/data178/ozone-level-8hr,baseline,10,binclass,2027,406,507,72,2,0.9270216962524654,0.3731074333190918,0.31447434425354,ok,,0,0,,0,,False,0.0,,,
ozone-level-8hr,/home/crc00006699/zh/tabiclv2/data178/ozone-level-8hr,ttt,10,binclass,2027,406,507,72,2,0.9368836291913216,3.9178953170776367,0.3229286670684814,ok,,1520,507,0.000522295711562,20,1e-05,True,3.84633469581604,stratified,stratified split,"[0.1774904727935791, 0.15932300686836243, 0.15227271616458893, 0.1419924944639206, 0.12862528860569, 0.1160164549946785, 0.10556313395500183, 0.09536228328943253, 0.08438991755247116, 0.07244369387626648, 0.05955932289361954, 0.04712550342082977, 0.034614197909832, 0.020963428542017937, 0.010835403576493263, 0.004625838715583086, 0.0023134518414735794, 0.001462934073060751, 0.0009463829337619245, 0.0005222957115620375]"
page-blocks,/home/crc00006699/zh/tabiclv2/data178/page-blocks,baseline,10,multiclass,4378,876,1095,10,5,0.9077625570776257,0.3268520832061767,0.3092212677001953,ok,,0,0,,0,,False,0.0,,,
page-blocks,/home/crc00006699/zh/tabiclv2/data178/page-blocks,ttt,10,multiclass,4378,876,1095,10,5,0.9114155251141552,5.774159908294678,0.3159577846527099,ok,,3283,1095,0.0057477918453514,20,1e-05,True,5.748277187347412,stratified,stratified split,"[0.08246639370918274, 0.07361530512571335, 0.06638658046722412, 0.059365127235651016, 0.052448518574237823, 0.04559604823589325, 0.038944970816373825, 0.03273497149348259, 0.027010731399059296, 0.02193264849483967, 0.01781713403761387, 0.014615115709602833, 0.01198177132755518, 0.010059116408228874, 0.009156327694654465, 0.00804919470101595, 0.007106555160135031, 0.006545993499457836, 0.00623756367713213, 0.005747791845351458]"
pc1,/home/crc00006699/zh/tabiclv2/data178/pc1,baseline,10,binclass,887,178,222,21,2,0.8108108108108109,0.3504328727722168,0.102999210357666,ok,,0,0,,0,,False,0.0,,,
pc1,/home/crc00006699/zh/tabiclv2/data178/pc1,ttt,10,binclass,887,178,222,21,2,0.8108108108108109,1.5891082286834717,0.1041483879089355,ok,,665,222,3.966532676713541e-05,20,1e-05,True,1.5539040565490725,stratified,stratified split,"[0.19040386378765106, 0.14174608886241913, 0.1064208522439003, 0.07935339957475662, 0.059798263013362885, 0.042288996279239655, 0.027952106669545174, 0.017097948119044304, 0.00917673110961914, 0.004711392801254988, 0.0024121454916894436, 0.0012110692914575338, 0.0006158431060612202, 0.00033354590414091945, 0.000201261427719146, 0.00013922914513386786, 7.971440209075809e-05, 4.883131623500958e-05, 6.522204785142094e-05, 3.966532676713541e-05]"
pc3,/home/crc00006699/zh/tabiclv2/data178/pc3,baseline,10,binclass,1250,250,313,37,2,0.8785942492012779,0.3521389961242676,0.1801483631134033,ok,,0,0,,0,,False,0.0,,,
pc3,/home/crc00006699/zh/tabiclv2/data178/pc3,ttt,10,binclass,1250,250,313,37,2,0.8849840255591054,2.0243587493896484,0.1760115623474121,ok,,937,313,0.0132208513095974,20,1e-05,True,1.980076789855957,stratified,stratified split,"[0.2398112714290619, 0.2113994061946869, 0.1832796037197113, 0.15203192830085754, 0.12251190096139908, 0.09879828989505768, 0.07806314527988434, 0.059023983776569366, 0.04495365545153618, 0.035880982875823975, 0.029248017817735672, 0.023597680032253265, 0.019993526861071587, 0.016639316454529762, 0.014662639237940311, 0.017978167161345482, 0.012751647271215916, 0.02116420492529869, 0.02021942287683487, 0.013220851309597492]"
pc4,/home/crc00006699/zh/tabiclv2/data178/pc4,baseline,10,binclass,1166,234,292,37,2,0.8287671232876712,0.35030198097229,0.1771526336669922,ok,,0,0,,0,,False,0.0,,,
pc4,/home/crc00006699/zh/tabiclv2/data178/pc4,ttt,10,binclass,1166,234,292,37,2,0.8287671232876712,2.0941662788391118,0.1746904850006103,ok,,874,292,5.981395588605665e-05,20,1e-05,True,2.0477399826049805,stratified,stratified split,"[0.1860780119895935, 0.1660548597574234, 0.13936948776245117, 0.11885576695203781, 0.09704353660345078, 0.07590575516223907, 0.056098200380802155, 0.03577728569507599, 0.02116960845887661, 0.009121180512011051, 0.0026371092535555363, 0.000863834167830646, 0.00043169435230083764, 0.000254989747190848, 0.00015573558630421758, 8.977826655609533e-05, 5.4567630286328495e-05, 3.7516187148867175e-05, 3.194908640580252e-05, 5.981395588605665e-05]"
pendigits,/home/crc00006699/zh/tabiclv2/data178/pendigits,baseline,10,multiclass,8793,1759,2199,16,10,0.4424738517507958,0.3335490226745605,0.6889605522155762,ok,,0,0,,0,,False,0.0,,,
pendigits,/home/crc00006699/zh/tabiclv2/data178/pendigits,ttt,10,multiclass,8793,1759,2199,16,10,0.4424738517507958,17.30973744392395,0.7194561958312988,ok,,6594,2199,0.0013719496782869,20,1e-05,True,17.274465084075928,stratified,stratified split,"[0.195495143532753, 0.1590321660041809, 0.13517747819423676, 0.1130741536617279, 0.09597035497426987, 0.08113892376422882, 0.0676160529255867, 0.05527254566550255, 0.04419644922018051, 0.03441232442855835, 0.025862066075205803, 0.017717359587550163, 0.011916249990463257, 0.008525240235030651, 0.0062071881256997585, 0.004230811260640621, 0.0028681166004389524, 0.0020503897685557604, 0.0016532711451873183, 0.00137194967828691]"
phoneme,/home/crc00006699/zh/tabiclv2/data178/phoneme,baseline,10,binclass,4323,865,1081,5,2,0.6817761332099908,0.3243486881256103,0.1732676029205322,ok,,0,0,,0,,False,0.0,,,
phoneme,/home/crc00006699/zh/tabiclv2/data178/phoneme,ttt,10,binclass,4323,865,1081,5,2,0.6836262719703978,5.499496698379517,0.1953165531158447,ok,,3242,1081,0.0049767731688916,20,1e-05,True,5.478052139282227,stratified,stratified split,"[0.19904059171676636, 0.18363404273986816, 0.17003709077835083, 0.15680254995822906, 0.1442669779062271, 0.13172899186611176, 0.11829643696546555, 0.10472977161407471, 0.09102097153663635, 0.07660435885190964, 0.062158018350601196, 0.0491337925195694, 0.03900439292192459, 0.030292680487036705, 0.021968979388475418, 0.015924040228128433, 0.012100857682526112, 0.009154055267572403, 0.006794746033847332, 0.004976773168891668]"
pol,/home/crc00006699/zh/tabiclv2/data178/pol,baseline,10,binclass,8065,1613,2017,26,2,0.6886465047099652,0.3356444835662842,0.7097423076629639,ok,,0,0,,0,,False,0.0,,,
pol,/home/crc00006699/zh/tabiclv2/data178/pol,ttt,10,binclass,8065,1613,2017,26,2,0.6846802181457611,15.395898580551147,0.7258780002593994,ok,,6048,2017,0.016427693888545,20,1e-05,True,15.355687141418455,stratified,stratified split,"[0.32947421073913574, 0.29745689034461975, 0.26791664958000183, 0.2437516152858734, 0.22323493659496307, 0.20384107530117035, 0.18506087362766266, 0.16692598164081573, 0.14916516840457916, 0.13216650485992432, 0.11550728231668472, 0.09879535436630249, 0.08282854408025742, 0.06786409765481949, 0.05458909273147583, 0.044216521084308624, 0.034843433648347855, 0.02719341404736042, 0.020382355898618698, 0.016427693888545036]"
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success,baseline,10,multiclass,3539,708,885,34,3,0.303954802259887,0.3648087978363037,0.3885807991027832,ok,,0,0,,0,,False,0.0,,,
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success,ttt,10,multiclass,3539,708,885,34,3,0.3050847457627119,5.495032072067261,0.3805491924285888,ok,,2654,885,0.2792876660823822,20,1e-05,True,5.440101146697998,stratified,stratified split,"[0.7021077871322632, 0.6715824007987976, 0.6414715647697449, 0.6193886399269104, 0.602480411529541, 0.5836191177368164, 0.5654299855232239, 0.5452468991279602, 0.5251844525337219, 0.5061648488044739, 0.488036185503006, 0.46727970242500305, 0.4470250606536865, 0.42578062415122986, 0.40249136090278625, 0.37682613730430603, 0.35367077589035034, 0.3316669464111328, 0.3073269724845886, 0.2792876660823822]"
qsar,/home/crc00006699/zh/tabiclv2/data178/qsar,baseline,10,binclass,844,169,211,40,2,0.6966824644549763,0.3522861003875732,0.1306054592132568,ok,,0,0,,0,,False,0.0,,,
qsar,/home/crc00006699/zh/tabiclv2/data178/qsar,ttt,10,binclass,844,169,211,40,2,0.6966824644549763,1.740290641784668,0.1281805038452148,ok,,633,211,8.67603303049691e-05,20,1e-05,True,1.694136381149292,stratified,stratified split,"[0.3278311491012573, 0.29833146929740906, 0.2725452184677124, 0.24133890867233276, 0.20451940596103668, 0.17183612287044525, 0.1419593244791031, 0.11032664775848389, 0.07997375726699829, 0.05311001092195511, 0.031021755188703537, 0.015563772059977055, 0.006550794467329979, 0.0023289222735911608, 0.0007543639512732625, 0.0002619574952404946, 0.00012127526861149818, 8.949974289862439e-05, 8.699137106304988e-05, 8.67603303049691e-05]"
rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik,baseline,10,binclass,3048,610,762,7,2,0.8805774278215223,0.3211667537689209,0.1871650218963623,ok,,0,0,,0,,False,0.0,,,
rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik,ttt,10,binclass,3048,610,762,7,2,0.8805774278215223,3.496760845184326,0.1906983852386474,ok,,2286,762,0.1899704486131668,20,1e-05,True,3.4739904403686523,stratified,stratified split,"[0.453935444355011, 0.41427651047706604, 0.3213534951210022, 0.2825758159160614, 0.3279849588871002, 0.27897384762763977, 0.24289637804031372, 0.244276225566864, 0.20987483859062195, 0.2412894070148468, 0.2389289289712906, 0.2036481499671936, 0.22807277739048004, 0.2269153594970703, 0.1927042156457901, 0.21172332763671875, 0.22862282395362854, 0.19659405946731567, 0.18220862746238708, 0.1899704486131668]"
ringnorm,/home/crc00006699/zh/tabiclv2/data178/ringnorm,baseline,10,binclass,5920,1184,1480,20,2,0.6331081081081081,0.3325893878936767,0.5138394832611084,ok,,0,0,,0,,False,0.0,,,
ringnorm,/home/crc00006699/zh/tabiclv2/data178/ringnorm,ttt,10,binclass,5920,1184,1480,20,2,0.6418918918918919,9.361818313598633,0.5429317951202393,ok,,4440,1480,0.1644207686185836,20,1e-05,True,9.328266859054564,stratified,stratified split,"[0.39958804845809937, 0.37755948305130005, 0.3561681807041168, 0.3370293974876404, 0.32357361912727356, 0.3089081346988678, 0.29388102889060974, 0.28058311343193054, 0.2701757848262787, 0.25886765122413635, 0.24988378584384918, 0.23904557526111603, 0.23017741739749908, 0.2199687659740448, 0.2082962840795517, 0.19788715243339539, 0.18702445924282074, 0.18026255071163177, 0.1717386692762375, 0.16442076861858368]"
rl,/home/crc00006699/zh/tabiclv2/data178/rl,baseline,10,binclass,3976,796,994,12,2,0.5804828973843058,0.3298368453979492,0.2888233661651611,ok,,0,0,,0,,False,0.0,,,
rl,/home/crc00006699/zh/tabiclv2/data178/rl,ttt,10,binclass,3976,796,994,12,2,0.5835010060362174,5.405978679656982,0.3052985668182373,ok,,2982,994,0.2187676727771759,20,1e-05,True,5.375478744506836,stratified,stratified split,"[0.5766723155975342, 0.5480788350105286, 0.5246524810791016, 0.5076130628585815, 0.49027377367019653, 0.4741190969944, 0.4568295180797577, 0.4387718439102173, 0.42198681831359863, 0.4055934250354767, 0.38854098320007324, 0.37109968066215515, 0.3529508113861084, 0.33438336849212646, 0.3145420551300049, 0.2948550879955292, 0.27584049105644226, 0.2565974295139313, 0.23740144073963165, 0.2187676727771759]"
satimage,/home/crc00006699/zh/tabiclv2/data178/satimage,baseline,10,multiclass,5144,1029,1286,36,6,0.7208398133748056,0.3511037826538086,0.6380393505096436,ok,,0,0,,0,,False,0.0,,,
satimage,/home/crc00006699/zh/tabiclv2/data178/satimage,ttt,10,multiclass,5144,1029,1286,36,6,0.7107309486780715,8.068848848342896,0.621391773223877,ok,,3858,1286,0.0007053169538266,20,1e-05,True,8.02284836769104,stratified,stratified split,"[0.2246723771095276, 0.2013625055551529, 0.1794082075357437, 0.15842770040035248, 0.13798387348651886, 0.11802659928798676, 0.09850959479808807, 0.07923983782529831, 0.06086265295743942, 0.04455577954649925, 0.030449027195572853, 0.020051894709467888, 0.012765823863446712, 0.008687188848853111, 0.005561077035963535, 0.0032559973187744617, 0.001987786963582039, 0.0013150263112038374, 0.0009556836448609829, 0.0007053169538266957]"
segment,/home/crc00006699/zh/tabiclv2/data178/segment,baseline,10,multiclass,1848,370,462,17,7,0.6017316017316018,0.3321669101715088,0.1632981300354004,ok,,0,0,,0,,False,0.0,,,
segment,/home/crc00006699/zh/tabiclv2/data178/segment,ttt,10,multiclass,1848,370,462,17,7,0.6060606060606061,2.533205032348633,0.176030158996582,ok,,1386,462,0.0076576182618737,20,1e-05,True,2.5040929317474365,stratified,stratified split,"[0.17776437103748322, 0.14453721046447754, 0.12372192740440369, 0.10520979762077332, 0.0875302329659462, 0.06984105706214905, 0.05255836993455887, 0.03681643679738045, 0.025809306651353836, 0.01882079988718033, 0.01448576245456934, 0.01221035048365593, 0.010444652289152145, 0.009019380435347557, 0.008317782543599606, 0.007973129861056805, 0.007805581670254469, 0.007724090479314327, 0.007683219853788614, 0.007657618261873722]"
seismic+bumps,/home/crc00006699/zh/tabiclv2/data178/seismic+bumps,baseline,10,binclass,2067,414,517,18,2,0.8529980657640233,0.3510386943817138,0.1711955070495605,ok,,0,0,,0,,False,0.0,,,
seismic+bumps,/home/crc00006699/zh/tabiclv2/data178/seismic+bumps,ttt,10,binclass,2067,414,517,18,2,0.839458413926499,2.7663722038269043,0.1780681610107422,ok,,1550,517,0.1466934382915496,20,1e-05,True,2.7360966205596924,stratified,stratified split,"[0.2348579466342926, 0.22813645005226135, 0.22333630919456482, 0.2208103984594345, 0.21942950785160065, 0.2176504135131836, 0.2154695987701416, 0.21330806612968445, 0.21118372678756714, 0.20885899662971497, 0.20608052611351013, 0.20256958901882172, 0.19809480011463165, 0.1918342560529709, 0.18221043050289154, 0.16966788470745087, 0.16889864206314087, 0.1646755486726761, 0.15882599353790283, 0.14669343829154968]"
semeion,/home/crc00006699/zh/tabiclv2/data178/semeion,baseline,10,multiclass,1274,255,319,256,10,0.4294670846394984,0.538640022277832,0.5434548854827881,ok,,0,0,,0,,False,0.0,,,
semeion,/home/crc00006699/zh/tabiclv2/data178/semeion,ttt,10,multiclass,1274,255,319,256,10,0.4263322884012539,5.719972133636475,0.5813839435577393,ok,,955,319,0.0001941565424203,20,1e-05,True,5.479891538619995,stratified,stratified split,"[0.33837807178497314, 0.27139046788215637, 0.2160046398639679, 0.16395123302936554, 0.1145542711019516, 0.07263389229774475, 0.04285723716020584, 0.025481831282377243, 0.015378057025372982, 0.009806987829506397, 0.005185637157410383, 0.0024718027561903, 0.0016970356227830052, 0.0013467255048453808, 0.001052335137501359, 0.0007685658056288958, 0.000534243939910084, 0.00036912711220793426, 0.00026224550674669445, 0.00019415654242038727]"
shuttle,/home/crc00006699/zh/tabiclv2/data178/shuttle,baseline,10,multiclass,46400,9280,11600,9,7,0.815948275862069,0.326000452041626,2.8068082332611084,ok,,0,0,,0,,False,0.0,,,
shuttle,/home/crc00006699/zh/tabiclv2/data178/shuttle,ttt,10,multiclass,46400,9280,11600,9,7,0.8152586206896552,337.1519632339477,2.8548097610473637,ok,,34800,11600,1.245907128577528e-06,20,1e-05,True,337.09761595726013,stratified,stratified split,"[0.0014619153225794435, 0.0004587730800267309, 0.0002385379484621808, 0.000120279255497735, 6.0357513575581834e-05, 3.362411734997295e-05, 2.080023114103824e-05, 1.3825929272570647e-05, 9.629013220546767e-06, 6.960534847166855e-06, 5.211311417951947e-06, 4.0266804717248306e-06, 3.2050513709691586e-06, 2.6316643015888985e-06, 2.229300207545748e-06, 1.939804405992618e-06, 1.7185549268106115e-06, 1.537054913569591e-06, 1.381645802212006e-06, 1.245907128577528e-06]"
spambase,/home/crc00006699/zh/tabiclv2/data178/spambase,baseline,10,binclass,3680,736,921,57,2,0.8251900108577633,0.3795795440673828,0.5529794692993164,ok,,0,0,,0,,False,0.0,,,
spambase,/home/crc00006699/zh/tabiclv2/data178/spambase,ttt,10,binclass,3680,736,921,57,2,0.8317046688382194,6.432168960571289,0.5591809749603271,ok,,2760,920,0.0022475481964647,20,1e-05,True,6.375576734542847,stratified,stratified split,"[0.11335700005292892, 0.10304861515760422, 0.09430035203695297, 0.08572594821453094, 0.07687771320343018, 0.06763748824596405, 0.057905372232198715, 0.04778732731938362, 0.03826092183589935, 0.029632531106472015, 0.021750418469309807, 0.014840678311884403, 0.0094806719571352, 0.006053510587662458, 0.004624563734978437, 0.0038455899339169264, 0.0028881218750029802, 0.0024613698478788137, 0.0024462484288960695, 0.002247548196464777]"
splice,/home/crc00006699/zh/tabiclv2/data178/splice,baseline,10,multiclass,2552,511,638,60,3,0.5313479623824452,0.3930201530456543,0.3486864566802978,ok,,0,0,,0,,False,0.0,,,
splice,/home/crc00006699/zh/tabiclv2/data178/splice,ttt,10,multiclass,2552,511,638,60,3,0.5297805642633229,4.321431875228882,0.3519515991210937,ok,,1914,638,0.000759158458095,20,1e-05,True,4.232046365737915,stratified,stratified split,"[0.23863762617111206, 0.18795464932918549, 0.1416938155889511, 0.10433713346719742, 0.07527042925357819, 0.05120580643415451, 0.03259829059243202, 0.019250523298978806, 0.01164143718779087, 0.007479288149625063, 0.005185427609831095, 0.003822870319709182, 0.0029342833440750837, 0.0023843180388212204, 0.001975796651095152, 0.001623415620997548, 0.0013104515383020043, 0.001056529814377427, 0.000891830597538501, 0.0007591584580950439]"
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis,baseline,10,binclass,800,160,200,59,2,0.795,0.3692677021026611,0.1603875160217285,ok,,0,0,,0,,False,0.0,,,
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis,ttt,10,binclass,800,160,200,59,2,0.81,1.8478801250457764,0.1620097160339355,ok,,600,200,0.0001309385115746,20,1e-05,True,1.7821993827819824,stratified,stratified split,"[0.4821836054325104, 0.4569859206676483, 0.42845818400382996, 0.3956189751625061, 0.3624512851238251, 0.3224406838417053, 0.27318766713142395, 0.21918867528438568, 0.1680442988872528, 0.12572063505649567, 0.08884689956903458, 0.05838891118764877, 0.03186514228582382, 0.015278368256986141, 0.006161252968013287, 0.0019670031033456326, 0.0006218866328708827, 0.00030293507734313607, 0.00018974952399730682, 0.00013093851157464087]"
statlog,/home/crc00006699/zh/tabiclv2/data178/statlog,baseline,10,binclass,800,160,200,20,2,0.505,0.3417294025421142,0.0971271991729736,ok,,0,0,,0,,False,0.0,,,
statlog,/home/crc00006699/zh/tabiclv2/data178/statlog,ttt,10,binclass,800,160,200,20,2,0.495,1.6822452545166016,0.0967442989349365,ok,,600,200,0.0174867585301399,20,1e-05,True,1.645638942718506,stratified,stratified split,"[0.5019477605819702, 0.4665268063545227, 0.45367294549942017, 0.4399875998497009, 0.424398273229599, 0.4052377939224243, 0.3883379101753235, 0.36954158544540405, 0.3462555706501007, 0.3214307725429535, 0.29404228925704956, 0.2662735879421234, 0.235312819480896, 0.20221608877182007, 0.16404908895492554, 0.12088081240653992, 0.0818302258849144, 0.05395475775003433, 0.03092464990913868, 0.017486758530139923]"
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults,baseline,10,multiclass,1552,311,389,27,7,0.4215938303341902,0.3435726165771484,0.1900298595428466,ok,,0,0,,0,,False,0.0,,,
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults,ttt,10,multiclass,1552,311,389,27,7,0.4138817480719794,2.1927356719970703,0.1939618587493896,ok,,1164,388,0.1160659566521644,20,1e-05,True,2.153346300125122,stratified,stratified split,"[0.7924582362174988, 0.7456207275390625, 0.7154629230499268, 0.6854835748672485, 0.6559232473373413, 0.6271237134933472, 0.5981987118721008, 0.5677241086959839, 0.5343331098556519, 0.4974367916584015, 0.45822036266326904, 0.41906020045280457, 0.38146594166755676, 0.3452220857143402, 0.30935144424438477, 0.272441029548645, 0.23275598883628845, 0.191852867603302, 0.15339243412017822, 0.11606595665216446]"
sylvine,/home/crc00006699/zh/tabiclv2/data178/sylvine,baseline,10,binclass,4099,820,1025,20,2,0.5531707317073171,0.3327052593231201,0.3711585998535156,ok,,0,0,,0,,False,0.0,,,
