dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error
FOREX_audusd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audusd-hour-High,binclass,35060,7012,8765,10,2,0.7070165430690245,0.7070125551699793,0.7059721251398847,0.7858340152754335,0.5549286913186079,0.733187198638916,24.509764909744263,ok,
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7159155733029093,0.7158882806377188,0.7154630943663618,0.7900355774485146,0.5537973846450552,0.6437516212463379,24.500764846801758,ok,
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.8033333333333333,0.7961465279630122,0.7378673957621326,0.8231505336768494,0.4538117058789082,0.37103700637817383,0.41265392303466797,ok,
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,binclass,1280,256,320,20,2,0.684375,0.6842238962003302,0.684375,0.7597265625,0.5670224624765797,0.4857776165008545,0.5733811855316162,ok,
GesturePhaseSegmentationProcessed,/home/crc00006699/zh/tabiclv2/data178/GesturePhaseSegmentationProcessed,multiclass,7898,1580,1975,32,5,0.8273417721518987,0.8260853739124627,0.802370869395916,0.9674377739901914,0.4795279464544412,0.556318998336792,4.067829847335815,ok,
IBM_HR_Analytics_Employee_Attrition_and_Performance,/home/crc00006699/zh/tabiclv2/data178/IBM_HR_Analytics_Employee_Attrition_and_Performance,binclass,1176,236,294,31,2,0.8775510204081632,0.865202906820623,0.6945473339650271,0.8369368593332758,0.328281731374454,0.39800477027893066,0.6872234344482422,ok,
Indian_pines,/home/crc00006699/zh/tabiclv2/data178/Indian_pines,multiclass,7315,1463,1829,220,8,0.9879715691634773,0.9879578467409422,0.9930974426807759,0.9998888550784031,0.02997854690776274,1.4879534244537354,15.387264251708984,ok,
KDDCup09_upselling,/home/crc00006699/zh/tabiclv2/data178/KDDCup09_upselling,binclass,4102,821,1026,49,2,0.8109161793372319,0.8091752055466928,0.8109161793372319,0.9113592406400449,0.3571993028980876,0.5348720550537109,2.8688762187957764,ok,
MagicTelescope,/home/crc00006699/zh/tabiclv2/data178/MagicTelescope,binclass,15216,3044,3804,9,2,0.8940588853838065,0.8925848685388427,0.8717945220923846,0.9469727001722682,0.2635466749027036,0.4481167793273926,6.50507116317749,ok,
Mobile_Price_Classification,/home/crc00006699/zh/tabiclv2/data178/Mobile_Price_Classification,multiclass,1600,320,400,20,4,0.965,0.965028546694125,0.9650000000000001,0.9990666666666667,0.06938978568117495,0.3931002616882324,0.7063484191894531,ok,
PhishingWebsites,/home/crc00006699/zh/tabiclv2/data178/PhishingWebsites,binclass,8844,1769,2211,30,2,0.9805517865219358,0.9805310686674489,0.9793095873605331,0.9987292561216201,0.04552137684673264,0.5928630828857422,4.7392737865448,ok,
Pima_Indians_Diabetes_Database,/home/crc00006699/zh/tabiclv2/data178/Pima_Indians_Diabetes_Database,binclass,614,123,154,8,2,0.7272727272727273,0.7179459691252145,0.675,0.8609259259259259,0.4636700740948883,0.36139750480651855,0.5320231914520264,ok,
Pumpkin_Seeds,/home/crc00006699/zh/tabiclv2/data178/Pumpkin_Seeds,binclass,2000,400,500,12,2,0.882,0.8818763921833047,0.8810897435897436,0.9480288461538462,0.292501298130593,0.3624081611633301,0.7342579364776611,ok,
Rain_in_Australia,/home/crc00006699/zh/tabiclv2/data178/Rain_in_Australia,multiclass,116368,23274,29092,18,3,0.8577272102296164,0.8494565538506728,0.6934128557927991,0.9156861353755982,0.3529332493632054,2.1338367462158203,258.1616337299347,ok,
Satellite,/home/crc00006699/zh/tabiclv2/data178/Satellite,binclass,4080,816,1020,36,2,0.9931372549019608,0.9921048327071554,0.7666666666666666,0.9939635157545605,0.024696032911994698,0.48946237564086914,2.1289544105529785,ok,
UJI_Pen_Characters,/home/crc00006699/zh/tabiclv2/data178/UJI_Pen_Characters,multiclass,1091,219,273,80,35,0.5384615384615384,0.5267602845208057,0.5493589743589743,0.9655602451002823,1.375157717489065,0.48041319847106934,3.5329232215881348,ok,
Wilt,/home/crc00006699/zh/tabiclv2/data178/Wilt,binclass,3856,772,965,5,2,0.9927461139896373,0.9926443320683425,0.9508277866711602,0.9919011711180385,0.030887524103051605,0.3961760997772217,0.789578914642334,ok,
accelerometer,/home/crc00006699/zh/tabiclv2/data178/accelerometer,multiclass,122403,24481,30601,4,4,0.7422633247279501,0.7402736752765593,0.8066911764705882,0.9295411713285874,0.5329744580010639,0.7380969524383545,232.07947516441345,ok,
ada_agnostic,/home/crc00006699/zh/tabiclv2/data178/ada_agnostic,binclass,3649,730,913,48,2,0.8510405257393209,0.8473644506454453,0.7785508791307587,0.9084811394664851,0.3180486938645707,0.5375781059265137,2.2393784523010254,ok,
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,/home/crc00006699/zh/tabiclv2/data178/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,0.595,0.5815916808149405,0.5755643283733172,0.6760932280595203,0.6313806314304802,0.37970805168151855,0.4910242557525635,ok,
allrep,/home/crc00006699/zh/tabiclv2/data178/allrep,multiclass,3017,604,755,29,4,0.9841059602649007,0.9836103393706578,0.7504158512720156,0.9964394192784363,0.038472827398639296,0.4396350383758545,1.3796370029449463,ok,
artificial-characters,/home/crc00006699/zh/tabiclv2/data178/artificial-characters,multiclass,8174,1635,2044,7,10,0.9408023483365949,0.9408972355487204,0.9391348022036535,0.998765660648286,0.1284037951729307,0.43764352798461914,2.712047815322876,ok,
autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.4090909090909091,0.38889254603875467,0.39334366601575677,0.7421192889398621,1.3402214820285259,0.48952341079711914,0.7960364818572998,ok,
banknote_authentication,/home/crc00006699/zh/tabiclv2/data178/banknote_authentication,binclass,1097,220,275,4,2,0.5381818181818182,0.44139184931811665,0.4919639987142398,0.526786670952534,0.6867512734265135,0.3547937870025635,0.190826416015625,ok,
car-evaluation,/home/crc00006699/zh/tabiclv2/data178/car-evaluation,multiclass,1382,277,346,21,4,0.9855491329479769,0.985510846572902,0.9699959131777314,0.99971200002883,0.022677086165510667,0.3898932933807373,0.6112885475158691,ok,
cmc,/home/crc00006699/zh/tabiclv2/data178/cmc,multiclass,1178,236,295,9,3,0.6033898305084746,0.603394360896538,0.5784569217405039,0.769222731769628,0.8665615793431031,0.36101508140563965,0.4430692195892334,ok,
compass,/home/crc00006699/zh/tabiclv2/data178/compass,binclass,13315,2663,3329,17,2,0.8305797536797838,0.8304189888433224,0.8305705344767844,0.9088998253060754,0.3750850711590399,0.5411725044250488,6.097290992736816,ok,
credit,/home/crc00006699/zh/tabiclv2/data178/credit,binclass,13371,2675,3343,10,2,0.7858211187556088,0.7858055557811423,0.7858185941432658,0.86536476453088,0.4611800933771846,0.48555874824523926,5.5213494300842285,ok,
dabetes_130-us_hospitals,/home/crc00006699/zh/tabiclv2/data178/dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,0.6438537879532279,0.6404690314169945,0.6365463209776188,0.7026803189225702,0.6196317685008286,1.8785831928253174,118.01308560371399,ok,
delta_ailerons,/home/crc00006699/zh/tabiclv2/data178/delta_ailerons,binclass,5703,1141,1426,5,2,0.9530154277699859,0.9530285710209139,0.9531399020206028,0.9823629186881581,0.15840449371340404,0.40776824951171875,1.2608556747436523,ok,
dna,/home/crc00006699/zh/tabiclv2/data178/dna,multiclass,2548,510,638,180,3,0.9717868338557993,0.9719225529564051,0.9714135951918074,0.997980097351232,0.07872664508453109,1.0009539127349854,5.2893147468566895,ok,
dry_bean_dataset,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset,multiclass,10888,2178,2723,16,7,0.9287550495776716,0.928732548177597,0.9380410882603465,0.9960278357419874,0.18593491555471398,0.6122708320617676,4.6617186069488525,ok,
electricity,/home/crc00006699/zh/tabiclv2/data178/electricity,binclass,36249,7250,9063,8,2,0.9261833829857663,0.9261434862245265,0.923936978131609,0.9807945206435139,0.176230523774093,0.7669515609741211,25.51999545097351,ok,
eye_movements,/home/crc00006699/zh/tabiclv2/data178/eye_movements,multiclass,8748,1750,2188,27,3,0.8354661791590493,0.8350004444767234,0.8449184564348945,0.9530140794482582,0.394076359538057,0.6793146133422852,4.420234680175781,ok,
first-order-theorem-proving,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving,multiclass,4894,979,1224,51,6,0.6511437908496732,0.6339349352347329,0.5250922040067,0.8600228081868121,1.0152177808870528,0.7124638557434082,3.062950372695923,ok,
gina_agnostic,/home/crc00006699/zh/tabiclv2/data178/gina_agnostic,binclass,2774,555,694,970,2,0.9740634005763689,0.9740653393587178,0.9742051789022454,0.9967683782908128,0.0693467249961,3.1726808547973633,49.01121926307678,ok,
heloc,/home/crc00006699/zh/tabiclv2/data178/heloc,binclass,8000,1600,2000,22,2,0.733,0.732653518960573,0.733,0.8034025000000001,0.5403228298307362,0.6994755268096924,3.5386271476745605,ok,
house_16H,/home/crc00006699/zh/tabiclv2/data178/house_16H,binclass,10790,2158,2698,16,2,0.8917716827279466,0.8917695416715894,0.8917716827279467,0.9579489735416125,0.264692422547023,0.5228087902069092,4.569493532180786,ok,
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance,binclass,1176,236,294,30,2,1.0,1.0,1.0,1.0,2.3057364057800555e-06,0.5312907695770264,0.6620042324066162,ok,
internet_firewall,/home/crc00006699/zh/tabiclv2/data178/internet_firewall,multiclass,52425,10485,13107,7,4,0.9251544975967041,0.9238050723969986,0.7824826995570873,0.9880409827555814,0.13151672222997535,0.5919833183288574,47.801000356674194,ok,
jm1,/home/crc00006699/zh/tabiclv2/data178/jm1,binclass,8708,1742,2177,21,2,0.819935691318328,0.7830204850397972,0.5877135197138822,0.7626772680298022,0.42183909447449586,0.6756181716918945,3.909360647201538,ok,
kc1,/home/crc00006699/zh/tabiclv2/data178/kc1,binclass,1687,338,422,21,2,0.8720379146919431,0.855423482647913,0.6601163542340013,0.8574876104287869,0.30235077124882054,0.4168992042541504,0.7454378604888916,ok,
kr-vs-k,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k,multiclass,22444,4489,5612,6,18,0.9196364932287955,0.9195808375758182,0.9049146291370671,0.9978873293093741,0.234071677614723,0.48679161071777344,25.8284809589386,ok,
led24,/home/crc00006699/zh/tabiclv2/data178/led24,multiclass,2560,512,640,24,10,0.734375,0.7298178871074521,0.734218004208807,0.957987469091403,0.7794829963446954,0.4618513584136963,1.121049404144287,ok,
letter,/home/crc00006699/zh/tabiclv2/data178/letter,multiclass,16000,3200,4000,15,26,0.99,0.9899971395278518,0.9899356196562719,0.9999762042268545,0.026359269967451818,0.542910099029541,18.009829998016357,ok,
mammography,/home/crc00006699/zh/tabiclv2/data178/mammography,binclass,8946,1790,2237,6,2,0.989718372820742,0.988999218558277,0.8257789121633515,0.9873965851082557,0.0319975892860082,0.42290163040161133,2.281447172164917,ok,
mfeat-factors,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors,multiclass,1600,320,400,216,10,0.9825,0.9824984372558212,0.9824999999999999,0.9997569444444444,0.07718157829733965,0.695458173751831,3.985151529312134,ok,
mfeat-karhunen,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen,multiclass,1600,320,400,64,10,0.975,0.9750157272070241,0.975,0.9996944444444443,0.09221786004628293,0.47999143600463867,1.311291217803955,ok,
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel,multiclass,1600,320,400,240,10,0.975,0.9749480106103701,0.975,0.9995416666666668,0.11738508111372246,1.0073442459106445,4.527636528015137,ok,
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.0,1.0,1.0,1.6068522330736386e-06,0.47238588333129883,0.8595335483551025,ok,
mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling,binclass,41408,8282,10352,6,2,0.9943006182380216,0.9942951938172699,0.9930950261844005,0.9993372533261731,0.02380381863757501,0.511483907699585,23.36904001235962,ok,
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,0.9730697119481848,0.9730692362659236,0.9730816651908457,0.9955494702151445,0.07710211615483067,2.3578975200653076,27.02809476852417,ok,
okcupid_stem,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem,multiclass,21341,4269,5336,13,3,0.75,0.6971347837651913,0.4949513412091063,0.8096112154729194,0.5888928991801282,0.7942209243774414,11.586422681808472,ok,
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-shape,multiclass,1280,256,320,64,100,0.840625,0.8301463293650793,0.8383333333333333,0.9961034520624525,0.5680515296233255,0.48876428604125977,5.738353967666626,ok,
online_shoppers,/home/crc00006699/zh/tabiclv2/data178/online_shoppers,binclass,9864,1973,2466,14,2,0.9059205190592052,0.9006335122010617,0.7722324667624685,0.9299198078604376,0.22692175386903635,0.5122687816619873,4.014522075653076,ok,
ozone-level-8hr,/home/crc00006699/zh/tabiclv2/data178/ozone-level-8hr,binclass,2027,406,507,72,2,0.9546351084812623,0.9468295802699368,0.684342105263158,0.9489473684210527,0.12188609560806993,0.5314047336578369,1.691054344177246,ok,
pc1,/home/crc00006699/zh/tabiclv2/data178/pc1,binclass,887,178,222,21,2,0.9459459459459459,0.9366302968198703,0.6618357487922705,0.8974235104669888,0.15357259825947986,0.39910292625427246,0.9174435138702393,ok,
pc4,/home/crc00006699/zh/tabiclv2/data178/pc4,binclass,1166,234,292,37,2,0.910958904109589,0.9074272635916473,0.7582465277777778,0.9614800347222222,0.1932896215941702,0.4120635986328125,0.657681941986084,ok,
phoneme,/home/crc00006699/zh/tabiclv2/data178/phoneme,binclass,4323,865,1081,5,2,0.9037927844588344,0.903703438384999,0.8830268221381736,0.9657311675227509,0.2182029529796476,0.3629906177520752,0.8639109134674072,ok,
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,0.7830508474576271,0.7771933922535511,0.7096420359813148,0.8936674187059953,0.5517025030873579,0.4787774085998535,1.7982494831085205,ok,
rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik,binclass,3048,610,762,7,2,0.931758530183727,0.9314798849732625,0.9268236055608712,0.9782708110542016,0.1859713640997366,0.39432716369628906,0.8343172073364258,ok,
rl,/home/crc00006699/zh/tabiclv2/data178/rl,binclass,3976,796,994,12,2,0.9054325955734407,0.9054264695760608,0.9054325955734406,0.9569550097364874,0.2601643281758428,0.542163610458374,1.3285651206970215,ok,
segment,/home/crc00006699/zh/tabiclv2/data178/segment,multiclass,1848,370,462,17,7,0.9545454545454546,0.9545478826122294,0.9545454545454545,0.9971741221741223,0.1382754734090897,0.5199213027954102,0.7714014053344727,ok,
semeion,/home/crc00006699/zh/tabiclv2/data178/semeion,multiclass,1274,255,319,256,10,0.9686520376175548,0.9686948325435535,0.9686491935483872,0.999346065465263,0.1002595384313155,0.9815962314605713,3.6512513160705566,ok,
spambase,/home/crc00006699/zh/tabiclv2/data178/spambase,binclass,3680,736,921,57,2,0.9587404994571118,0.9587404994571118,0.9568041114961936,0.9919428893035931,0.11336581210638125,0.5494658946990967,2.5094714164733887,ok,
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.845,0.8419021663172606,0.8167943048214863,0.8949412145399632,0.3955928734064206,0.6177029609680176,1.4202468395233154,ok,
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults,multiclass,1552,311,389,27,7,0.8483290488431876,0.8480963616620234,0.8902503360836694,0.9820013482799829,0.3679189014832172,0.4269416332244873,0.7384164333343506,ok,
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9714076246334311,0.9652245346645261,0.6227272727272728,0.9289428374655647,0.08798626087837642,0.7586603164672852,5.948261976242065,ok,
texture,/home/crc00006699/zh/tabiclv2/data178/texture,multiclass,4400,880,1100,40,11,1.0,1.0,1.0,1.0,4.2669477370788557e-05,0.5292341709136963,5.762783527374268,ok,
thyroid-ann,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann,multiclass,3017,604,755,21,3,0.9920529801324504,0.9919737363445972,0.9376413813904388,0.9996798462475232,0.01515805489912601,0.42632198333740234,1.2343487739562988,ok,
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation,multiclass,4656,932,1164,32,5,0.5197594501718213,0.49093484249005326,0.40850931268100954,0.7691691989680907,1.1800027980941081,0.532541036605835,2.220669984817505,ok,
vehicle,/home/crc00006699/zh/tabiclv2/data178/vehicle,multiclass,676,136,170,18,4,0.8764705882352941,0.87399709513435,0.8766233766233766,0.9748813469516595,0.25655541789681924,0.5597023963928223,0.6864664554595947,ok,
walking-activity,/home/crc00006699/zh/tabiclv2/data178/walking-activity,multiclass,119465,23893,29867,4,22,0.6750929119094653,0.6743677865423084,0.6296679340696095,0.9747951327437618,0.916165410034173,0.9816794395446777,369.4465363025665,ok,
water_quality,/home/crc00006699/zh/tabiclv2/data178/water_quality,binclass,6396,1280,1600,20,2,0.911875,0.9001129884094757,0.6820820223500055,0.9108440924378866,0.2143701363378916,0.445789098739624,2.4737625122070312,ok,
waveform_database_generator,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator,multiclass,3999,800,1000,21,3,0.354,0.28248532690170486,0.3500817789093089,0.5057503342469933,1.0985874091376377,0.44602060317993164,1.6197700500488281,ok,
website_phishing,/home/crc00006699/zh/tabiclv2/data178/website_phishing,multiclass,1082,217,271,9,3,0.9261992619926199,0.9264532281561662,0.9452380952380953,0.9791403696056866,0.23896401267154133,0.395967960357666,0.4328913688659668,ok,
wine-quality-red,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red,multiclass,1279,256,320,4,6,0.68125,0.6621077801687107,0.33596813725490193,0.8512393098501391,0.8172748421617271,0.35257720947265625,0.39120006561279297,ok,
yeast,/home/crc00006699/zh/tabiclv2/data178/yeast,multiclass,1187,238,297,8,10,0.6363636363636364,0.6295226566676336,0.5827663569804015,0.8861120899699945,0.9737919887805182,0.3552834987640381,0.42391252517700195,ok,
