dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_roc_auc,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason
electricity,/home/crc00006699/zh/tabiclv2/data178/electricity,binclass,36249,7250,9063,8,2,0.9163632351318548,0.9162486614732888,0.9131218568299104,0.9759545370283628,0.1978074613926607,833.4981024265289,8.976383924484253,ok,,36249,28999,0,9063,,450,5e-06,True,833.4977507591248,tabpfn_finetune_epoch_chunks,dataset_val_split,30,15,tabpfn_finetuning_api,,,0,False,False,
eye_movements,/home/crc00006699/zh/tabiclv2/data178/eye_movements,multiclass,8748,1750,2188,27,3,0.8903107861060329,0.8902200063048259,0.8952229586361536,0.9797142500246652,0.2687643735849049,259.5252404212952,1.6931257247924805,ok,,8748,6998,0,2188,,120,5e-06,True,259.52484250068665,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
first-order-theorem-proving,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving,multiclass,4894,979,1224,51,6,0.6258169934640523,0.6067062710235518,0.4954962695372596,0.8498300593909077,1.0517999234624251,68.43135237693787,1.442117691040039,ok,,4894,3915,0,1224,,60,5e-06,True,68.43098759651184,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
gina_agnostic,/home/crc00006699/zh/tabiclv2/data178/gina_agnostic,binclass,2774,555,694,970,2,0.95821325648415,0.958214211084066,0.9582256818389506,0.9927143130103928,0.1093167499915653,1.1901288032531738,9.55807399749756,ok,,2774,0,0,694,,0,5e-06,False,0.0,,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 548.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 280.00 MiB is free. Process 38517 has 23.29 GiB memory in use. Of the allocated memory 22.43 GiB is allocated by PyTorch, and 512.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 548.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 280.00 MiB is free. Process 38517 has 23.29 GiB memory in use. Of the allocated memory 22.43 GiB is allocated by PyTorch, and 512.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
heloc,/home/crc00006699/zh/tabiclv2/data178/heloc,binclass,8000,1600,2000,22,2,0.7275,0.7270298772060181,0.7275,0.8014055000000001,0.5421782756515302,68.3910722732544,1.3757617473602295,ok,,8000,6400,0,2000,,120,5e-06,True,68.3905918598175,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
house_16H,/home/crc00006699/zh/tabiclv2/data178/house_16H,binclass,10790,2158,2698,16,2,0.8899184581171238,0.8899180800472141,0.8899184581171238,0.9576602057038104,0.2650875309000455,103.50093984603882,1.7853760719299316,ok,,10790,8632,0,2698,,150,5e-06,True,103.50053787231444,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,,,0,False,False,
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance,binclass,1176,236,294,30,2,1.0,1.0,1.0,1.0,1.299389698134889e-05,27.20513272285461,0.5302457809448242,ok,,1176,940,0,294,,30,5e-06,True,27.204750537872314,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
internet_firewall,/home/crc00006699/zh/tabiclv2/data178/internet_firewall,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"ValueError: The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,
jm1,/home/crc00006699/zh/tabiclv2/data178/jm1,binclass,8708,1742,2177,21,2,0.8231511254019293,0.7832175766188878,0.5851921339256245,0.7580044530053729,0.4373451431162477,125.16143989562988,1.4951260089874268,ok,,8708,6966,0,2177,,120,5e-06,True,125.16099715232848,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
kc1,/home/crc00006699/zh/tabiclv2/data178/kc1,binclass,1687,338,422,21,2,0.8862559241706162,0.8763708588044051,0.7125619478560655,0.851023486317604,0.3134034154493476,31.35920548439026,0.4269850254058838,ok,,1687,1349,0,422,,30,5e-06,True,31.35888671875,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
kr-vs-k,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k,multiclass,22444,4489,5612,6,18,0.9246258018531718,0.92465335482642,0.9118005296433668,0.9983793736462524,0.2182408829014643,0.0294079780578613,89.28425312042236,ok,,22444,0,0,5612,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,
led24,/home/crc00006699/zh/tabiclv2/data178/led24,multiclass,2560,512,640,24,10,0.7296875,0.7223813079298709,0.7296823225288879,0.958010702987946,0.7701525816110332,28.12945866584778,0.7582030296325684,ok,,2560,2048,0,640,,60,5e-06,True,28.12905621528625,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
letter,/home/crc00006699/zh/tabiclv2/data178/letter,multiclass,16000,3200,4000,15,26,0.9905,0.990501873502052,0.9904507627775524,0.9999794656463366,0.0258257803221441,0.0260112285614013,58.79277491569519,ok,,16000,0,0,4000,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,
mammography,/home/crc00006699/zh/tabiclv2/data178/mammography,binclass,8946,1790,2237,6,2,0.988377291014752,0.9871847997423312,0.7875462066537582,0.9833876078155256,0.0343319255594452,120.07490229606628,1.1444787979125977,ok,,8946,7156,0,2237,,120,5e-06,True,120.07425045967102,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
mfeat-factors,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors,multiclass,1600,320,400,216,10,0.9775,0.977492574033173,0.9775,0.9996180555555556,0.0810478294832726,91.71600365638731,1.0400969982147217,ok,,1600,1280,0,400,,30,5e-06,True,91.71550583839417,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
mfeat-karhunen,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen,multiclass,1600,320,400,64,10,0.975,0.975054751753836,0.975,0.9995208333333332,0.0994821127840501,27.47781276702881,0.4984900951385498,ok,,1600,1280,0,400,,30,5e-06,True,27.47747492790222,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel,multiclass,1600,320,400,240,10,0.9675,0.9673753085553172,0.9675,0.9991319444444444,0.1155206846845579,94.89965724945068,1.3816158771514893,ok,,1600,1280,0,400,,30,5e-06,True,94.89925146102904,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.0,1.0,1.0,0.0001142772607597,25.61295318603516,0.4609031677246094,ok,,864,691,0,216,,30,5e-06,True,25.61263871192932,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling,binclass,41408,8282,10352,6,2,0.9939142194744977,0.993909523267222,0.9928634442986104,0.999209433425528,0.0257714094332466,381.70413064956665,11.018707990646362,ok,,41408,33126,0,10352,,510,5e-06,True,381.70370149612427,tabpfn_finetune_epoch_chunks,dataset_val_split,30,17,tabpfn_finetuning_api,,,0,False,False,
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,0.9717061530594852,0.9717057338475432,0.971717344266029,0.995141004813268,0.0802681747508286,816.8431091308594,9.460429668426514,ok,,23465,18772,0,5867,,300,5e-06,True,816.8426458835602,tabpfn_finetune_epoch_chunks,dataset_val_split,30,10,tabpfn_finetuning_api,,,0,False,False,
okcupid_stem,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem,multiclass,21341,4269,5336,13,3,0.7524362818590704,0.7035733683510619,0.5109565937031925,0.8085207865668211,0.5920111037974981,453.42169308662415,4.232080936431885,ok,,21341,17072,0,5336,,270,5e-06,True,453.42104411125183,tabpfn_finetune_epoch_chunks,dataset_val_split,30,9,tabpfn_finetuning_api,,,0,False,False,
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-shape,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,RuntimeError: Failed to generate a valid legacy codebook,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,
online_shoppers,/home/crc00006699/zh/tabiclv2/data178/online_shoppers,binclass,9864,1973,2466,14,2,0.9042984590429846,0.9000013749089165,0.7776866376581484,0.9319220990644248,0.2255958744021227,93.23706078529358,1.53373122215271,ok,,9864,7891,0,2466,,120,5e-06,True,93.23673129081726,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
ozone-level-8hr,/home/crc00006699/zh/tabiclv2/data178/ozone-level-8hr,binclass,2027,406,507,72,2,0.9526627218934912,0.9463792383805152,0.6978618421052631,0.9361184210526317,0.1319390239630633,27.98173236846924,1.2546679973602295,ok,,2027,1621,0,507,,30,5e-06,True,27.98135209083557,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
pc1,/home/crc00006699/zh/tabiclv2/data178/pc1,binclass,887,178,222,21,2,0.9504504504504504,0.9433222337280998,0.6951690821256038,0.9112721417069244,0.156801184205336,64.46288895606995,0.4857449531555176,ok,,887,709,0,222,,30,5e-06,True,64.46258187294006,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
pc4,/home/crc00006699/zh/tabiclv2/data178/pc4,binclass,1166,234,292,37,2,0.9143835616438356,0.9090075911520448,0.7482638888888888,0.9575737847222224,0.1974314274609542,24.396511554718018,0.5261754989624023,ok,,1166,932,0,292,,30,5e-06,True,24.39613485336304,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
phoneme,/home/crc00006699/zh/tabiclv2/data178/phoneme,binclass,4323,865,1081,5,2,0.901017576318224,0.9001985245771006,0.8727579401126397,0.9594653740069696,0.2439888035488121,59.69780898094177,0.6381981372833252,ok,,4323,3458,0,1081,,60,5e-06,True,59.69748759269714,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,0.7853107344632768,0.7782172356686435,0.7114862877903944,0.8910033038247344,0.5589110036782692,30.22752404212952,0.9485442638397216,ok,,3539,2831,0,885,,60,5e-06,True,30.227134704589844,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik,binclass,3048,610,762,7,2,0.9278215223097112,0.9274691372472942,0.9222223785670064,0.977605954860134,0.1879347521660725,76.22270655632019,0.5458810329437256,ok,,3048,2438,0,762,,60,5e-06,True,76.22231411933899,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
rl,/home/crc00006699/zh/tabiclv2/data178/rl,binclass,3976,796,994,12,2,0.8953722334004024,0.8953616428594565,0.8953722334004024,0.9486577412159072,0.2880356956190212,47.412121057510376,0.6356682777404785,ok,,3976,3180,0,994,,60,5e-06,True,47.41177749633789,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
segment,/home/crc00006699/zh/tabiclv2/data178/segment,multiclass,1848,370,462,17,7,0.935064935064935,0.9350054291469312,0.9350649350649352,0.9959989505444052,0.1690015500959875,22.80956101417541,0.4334962368011474,ok,,1848,1478,0,462,,30,5e-06,True,22.80925464630127,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
semeion,/home/crc00006699/zh/tabiclv2/data178/semeion,multiclass,1274,255,319,256,10,0.9655172413793104,0.9655004605960216,0.9655241935483873,0.998920789467111,0.1350805587334572,109.7467885017395,1.204587459564209,ok,,1274,1019,0,319,,30,5e-06,True,109.74646019935608,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
spambase,/home/crc00006699/zh/tabiclv2/data178/spambase,binclass,3680,736,921,57,2,0.9598262757871878,0.9598358904607924,0.9581815219645132,0.9906247222962764,0.1187045788065533,35.39007234573364,1.291522979736328,ok,,3680,2944,0,921,,60,5e-06,True,35.38972282409668,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.85,0.8479422502489214,0.8265559270844569,0.9023837773702944,0.375879743636819,23.54089379310608,0.4947781562805176,ok,,800,640,0,200,,30,5e-06,True,23.540576934814453,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults,multiclass,1552,311,389,27,7,0.8560411311053985,0.8561181239926366,0.8753894253894254,0.9828376374310096,0.3635365697489691,74.83861446380615,0.5335566997528076,ok,,1552,1241,0,389,,30,5e-06,True,74.8382785320282,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9728739002932552,0.96490351544115,0.6015151515151516,0.937637741046832,0.085721903885614,195.6491096019745,2.4735653400421143,ok,,5455,4364,0,1364,,90,5e-06,True,195.64874792099,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
texture,/home/crc00006699/zh/tabiclv2/data178/texture,multiclass,4400,880,1100,40,11,1.0,1.0,1.0,1.0,0.0001603708106418,0.0243806838989257,21.18186330795288,ok,,4400,0,0,1100,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,
thyroid-ann,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann,multiclass,3017,604,755,21,3,0.9894039735099338,0.9893168503065776,0.920097521741316,0.9991168715120587,0.0303208553635952,45.4331533908844,0.6960372924804688,ok,,3017,2413,0,755,,60,5e-06,True,45.432605266571045,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation,multiclass,4656,932,1164,32,5,0.5214776632302406,0.4903259124693244,0.4074769384427331,0.7647729013807786,1.1891449553445357,52.20263171195984,1.0553927421569824,ok,,4656,3724,0,1164,,60,5e-06,True,52.20230174064636,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
vehicle,/home/crc00006699/zh/tabiclv2/data178/vehicle,multiclass,676,136,170,18,4,0.888235294117647,0.8872727272727273,0.8885281385281385,0.971294981060606,0.2698723020877757,46.6584734916687,0.4308741092681885,ok,,676,540,0,170,,30,5e-06,True,46.65811181068421,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
walking-activity,/home/crc00006699/zh/tabiclv2/data178/walking-activity,multiclass,119465,23893,29867,4,22,0.6798138413633776,0.6791073984179399,0.6374015959317284,0.9764683239468794,0.8888797088231561,0.0861532688140869,1637.443503856659,ok,,119465,0,0,29867,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,
water_quality,/home/crc00006699/zh/tabiclv2/data178/water_quality,binclass,6396,1280,1600,20,2,0.903125,0.889777568564799,0.6579883445186689,0.907476867279406,0.2189136120991931,62.89513063430786,1.0311551094055176,ok,,6396,5116,0,1600,,90,5e-06,True,62.89453220367432,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
waveform_database_generator,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator,multiclass,3999,800,1000,21,3,0.331,0.214923028337253,0.3264832199119527,0.4912744026135844,1.098804820611528,49.7620267868042,0.8158924579620361,ok,,3999,3199,0,1000,,60,5e-06,True,49.7616229057312,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
website_phishing,/home/crc00006699/zh/tabiclv2/data178/website_phishing,multiclass,1082,217,271,9,3,0.918819188191882,0.9193870087207996,0.9282828282828284,0.9783810385874772,0.2530793357146073,70.27243947982788,0.4850690364837646,ok,,1082,865,0,271,,30,5e-06,True,70.27206206321716,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
wine-quality-red,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red,multiclass,1279,256,320,4,6,0.65,0.6306068825817132,0.3172947303921569,0.8019706124885119,0.8751748175815806,53.46197462081909,0.4340596199035644,ok,,1279,1023,0,320,,30,5e-06,True,53.46159267425537,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
yeast,/home/crc00006699/zh/tabiclv2/data178/yeast,multiclass,1187,238,297,8,10,0.6195286195286195,0.6132129672851486,0.578211630926439,0.8876969755847842,0.9730516712999824,30.423139333724976,0.4448840618133545,ok,,1187,949,0,297,,30,5e-06,True,30.42274761199951,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
