dataset_name,task_type,n_train,n_val,n_test,n_features,n_classes,status_baseline,status_baseline_ttt,status_TTT,accuracy_baseline,accuracy_baseline_ttt,accuracy_TTT,delta_baseline_ttt_vs_baseline,delta_pp_baseline_ttt_vs_baseline,relative_delta_pct_baseline_ttt_vs_baseline,bucket_baseline_ttt_vs_baseline,delta_TTT_vs_baseline,delta_pp_TTT_vs_baseline,relative_delta_pct_TTT_vs_baseline,bucket_TTT_vs_baseline,delta_TTT_vs_baseline_ttt,delta_pp_TTT_vs_baseline_ttt,bucket_TTT_vs_baseline_ttt,fit_seconds_baseline,fit_seconds_baseline_ttt,fit_seconds_TTT,predict_seconds_baseline,predict_seconds_baseline_ttt,predict_seconds_TTT,ttt_applied_baseline_ttt,ttt_applied_TTT,ttt_steps_baseline_ttt,ttt_steps_TTT,ttt_lr_baseline_ttt,ttt_lr_TTT,ttt_loss_baseline_ttt,ttt_loss_TTT,ttt_update_seconds_baseline_ttt,ttt_update_seconds_TTT,ttt_split_strategy_baseline_ttt,ttt_split_strategy_TTT,ttt_split_reason_baseline_ttt,ttt_split_reason_TTT,error_type_baseline_ttt,error_first_line_baseline_ttt,error_type_TTT,error_first_line_TTT,dataset_dir
default_of_credit_card_clients,binclass,24000,4800,6000,23,2,ok,ok,ok,0.8261666666666667,0.8261666666666667,0.8256666666666667,0.0,0.0,0.0,tie,-0.000500000000000056,-0.050000000000005596,-0.06052047609441871,regressed,-0.000500000000000056,-0.050000000000005596,regressed,0.8290727138519287,6.294628620147705,61.43886876106262,14.00501275062561,13.72042727470398,13.81072163581848,True,True,1,1,2e-06,2e-06,0.4340653121471405,0.4253195424874623,5.779458999633789,60.90850639343262,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/default_of_credit_card_clients
delta_ailerons,binclass,5703,1141,1426,5,2,ok,ok,ok,0.9509116409537168,0.9509116409537168,0.9509116409537168,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3787658214569092,0.7734344005584717,3.790196895599365,1.0804052352905271,0.8694782257080078,0.9507279396057128,True,True,1,1,2e-06,2e-06,0.1746159046888351,0.1712284106761217,0.7337889671325684,3.749929428100586,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/delta_ailerons
dis,binclass,3017,604,755,29,2,ok,ok,ok,0.9841059602649008,0.9841059602649008,0.9841059602649008,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4430580139160156,0.7026495933532715,2.8162639141082764,1.201329231262207,0.9732441902160645,1.0205485820770264,True,True,1,1,2e-06,2e-06,0.074880726635456,0.0469942052538196,0.595740556716919,2.7090096473693848,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/dis
dna,multiclass,2548,510,638,180,3,ok,ok,ok,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.928764820098877,1.8823881149291992,5.869898557662964,3.4705402851104736,3.167355298995972,3.3020310401916504,True,True,1,1,2e-06,2e-06,0.2561324834823608,0.2540007258454959,1.2765042781829834,5.260063886642456,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/dna
drug_consumption,multiclass,1507,302,377,12,7,ok,ok,ok,0.403183023872679,0.403183023872679,0.403183023872679,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.35125732421875,0.440035343170166,1.5143496990203855,0.4448335170745849,0.3537526130676269,0.4154658317565918,True,True,1,1,2e-06,2e-06,1.515837550163269,1.5163367986679075,0.4068937301635742,1.480215072631836,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/drug_consumption
dry_bean_dataset,multiclass,10888,2178,2723,16,7,ok,ok,ok,0.927653323540213,0.927653323540213,0.929122291590158,0.0,0.0,0.0,tie,0.0014689680499450075,0.14689680499450075,0.15835312747427774,improved,0.0014689680499450075,0.14689680499450075,improved,0.4674875736236572,1.803262948989868,15.356520891189575,4.154491424560547,3.95866584777832,4.310053110122681,True,True,1,1,2e-06,2e-06,0.2175114452838897,0.191232201953729,1.6405036449432373,15.19797420501709,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset
eeg-eye-state,binclass,11984,2397,2996,14,2,ok,ok,ok,0.9913217623497996,0.9913217623497996,0.9909879839786382,0.0,0.0,0.0,tie,-0.0003337783711614417,-0.03337783711614417,-0.03367003367002288,regressed,-0.0003337783711614417,-0.03337783711614417,regressed,0.4804403781890869,2.095777034759521,17.387980699539185,4.585281133651733,4.4319281578063965,4.803009033203125,True,True,1,1,2e-06,2e-06,0.6878798007965088,0.0505071878433227,1.9473915100097656,17.2331805229187,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/eeg-eye-state
electricity,binclass,36249,7250,9063,8,2,ok,ok,ok,0.9037846187796535,0.9033432638199272,0.9035639412997905,-0.00044135495972630334,-0.044135495972630334,-0.048834086192155866,regressed,-0.00022067747986309616,-0.022067747986309616,-0.024417043096071792,regressed,0.00022067747986320718,0.022067747986320718,improved,0.598599910736084,11.457807302474976,129.0285303592682,24.32296204566956,24.256710529327396,24.857386350631717,True,True,1,1,2e-06,2e-06,0.2953948676586151,0.250193531314532,11.151543855667114,128.71953082084656,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/electricity
estimation_of_obesity_levels,multiclass,1688,338,423,16,7,ok,ok,ok,0.9858156028368794,0.9858156028368794,0.983451536643026,0.0,0.0,0.0,tie,-0.0023640661938534313,-0.23640661938534313,-0.23980815347721857,regressed,-0.0023640661938534313,-0.23640661938534313,regressed,0.3817200660705566,0.4849770069122314,1.6873013973236084,0.5585958957672119,0.502418041229248,0.5227365493774414,True,True,1,1,2e-06,2e-06,0.5197468996047974,0.0339850497742494,0.4371707439422607,1.6384410858154297,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/estimation_of_obesity_levels
eye_movements,multiclass,8748,1750,2188,27,3,ok,ok,ok,0.7148080438756855,0.7161791590493601,0.7175502742230347,0.0013711151736746086,0.13711151736746086,0.1918158567774964,improved,0.002742230347349217,0.2742230347349217,0.3836317135549928,improved,0.0013711151736746086,0.13711151736746086,improved,0.5552878379821777,1.6042556762695312,11.588821172714232,3.63812518119812,3.359647274017334,3.676325798034668,True,True,1,1,2e-06,2e-06,0.8679388165473938,0.7058389286200205,1.370840311050415,11.353157997131348,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/eye_movements
eye_movements_bin,binclass,6086,1218,1522,20,2,ok,ok,ok,0.6254927726675427,0.6248357424441524,0.6294349540078844,-0.0006570302233902536,-0.06570302233902536,-0.10504201680671912,regressed,0.003942181340341744,0.3942181340341744,0.6302521008403502,improved,0.0045992115637319975,0.45992115637319975,improved,0.481126070022583,0.9982032775878906,6.269232511520386,2.206518173217773,1.929279327392578,2.0971462726593018,True,True,1,1,2e-06,2e-06,0.6823638081550598,0.6507179141044617,0.8701653480529785,6.144422769546509,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/eye_movements_bin
first-order-theorem-proving,multiclass,4894,979,1224,51,6,ok,ok,ok,0.6372549019607843,0.636437908496732,0.6372549019607843,-0.0008169934640522847,-0.08169934640522847,-0.12820512820512775,regressed,0.0,0.0,0.0,tie,0.0008169934640522847,0.08169934640522847,improved,0.5189142227172852,1.10463547706604,5.483577013015747,2.45489501953125,2.3177831172943115,2.5266013145446777,True,True,1,1,2e-06,2e-06,1.0604723691940308,1.0623887479305267,0.8871104717254639,5.268554925918579,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving
gas-drift,multiclass,11128,2226,2782,128,6,ok,ok,ok,0.9964054636951832,0.9964054636951832,0.9964054636951832,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,1.5389599800109863,4.375757455825806,25.637956142425537,11.846112728118896,11.935038805007936,12.00605535507202,True,True,1,1,2e-06,2e-06,0.0160087663680315,0.0108688805873195,3.1597530841827397,24.415770053863525,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/gas-drift
gina_agnostic,binclass,2774,555,694,970,2,ok,ok,ok,0.9279538904899136,0.9279538904899136,0.9279538904899136,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,3.1000311374664307,8.146962642669678,33.279425621032715,102.866557598114,72.14767813682556,84.52955794334412,True,True,1,1,2e-06,2e-06,0.6217742562294006,0.3180607681473096,5.381129264831543,30.5079083442688,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/gina_agnostic
golf_play_dataset_extended,binclass,876,176,219,9,2,ok,ok,ok,0.9360730593607306,0.9360730593607306,0.9360730593607306,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3448681831359863,0.4585716724395752,1.505988836288452,0.504420280456543,0.3860259056091308,0.4072067737579345,True,True,1,1,2e-06,2e-06,0.3123944401741028,0.2036793033281962,0.42999267578125,1.4771559238433838,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/golf_play_dataset_extended
heloc,binclass,8000,1600,2000,22,2,ok,ok,ok,0.7255,0.7255,0.725,0.0,0.0,0.0,tie,-0.000500000000000056,-0.050000000000005596,-0.06891798759476994,regressed,-0.000500000000000056,-0.050000000000005596,regressed,0.4704298973083496,1.307565450668335,9.407375574111938,3.021764039993286,2.7979352474212646,3.1092417240142822,True,True,1,1,2e-06,2e-06,0.5899776220321655,0.5447910080353419,1.1566636562347412,9.25757336616516,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/heloc
hill-valley,binclass,969,194,243,100,2,ok,ok,ok,0.9300411522633744,0.9300411522633744,0.9300411522633744,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4885685443878174,0.6755785942077637,1.88348388671875,0.8974869251251221,0.7545318603515625,0.9588747024536132,True,True,1,1,2e-06,2e-06,0.6726453900337219,0.2851041033864021,0.534020185470581,1.7427027225494385,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/hill-valley
house_16H,binclass,10790,2158,2698,16,2,ok,ok,ok,0.890659747961453,0.8902891030392883,0.890659747961453,-0.0003706449221646535,-0.03706449221646535,-0.041614648356231174,regressed,0.0,0.0,0.0,tie,0.0003706449221646535,0.03706449221646535,improved,0.457430362701416,1.7836318016052246,15.12705397605896,4.07257866859436,3.894705295562744,4.134172677993774,True,True,1,1,2e-06,2e-06,0.2706829011440277,0.2541403447588284,1.6218934059143066,14.965898036956789,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/house_16H
htru,binclass,14318,2864,3580,8,2,ok,ok,ok,0.9793296089385476,0.9793296089385476,0.9793296089385476,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.5406637191772461,2.368604183197021,23.448630332946777,5.408951044082642,5.1757142543792725,5.608979225158691,True,True,1,1,2e-06,2e-06,0.0736734122037887,0.0710790076603492,2.2640581130981445,23.345373392105103,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/htru
ibm-employee-performance,binclass,1176,236,294,30,2,ok,ok,ok,1.0,1.0,1.0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.381685733795166,0.5157909393310547,1.6071984767913818,0.4896900653839111,0.4277467727661133,0.5211358070373535,True,True,1,1,2e-06,2e-06,0.4281736314296722,0.0205408211719865,0.4462182521820068,1.538576602935791,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance
in_vehicle_coupon_recommendation,binclass,10147,2030,2537,21,2,ok,ok,ok,0.7906976744186046,0.7934568387859677,0.7910918407567994,0.0027591643673631205,0.27591643673631205,0.34895314057827703,improved,0.0003941663381947791,0.03941663381947791,0.049850448654045594,improved,-0.0023649980291683415,-0.23649980291683415,regressed,0.5517251491546631,1.8394217491149905,13.450476169586182,4.018712520599365,3.782882213592529,4.091131925582886,True,True,1,1,2e-06,2e-06,0.5437554717063904,0.5042335589726766,1.5862338542938232,13.197859287261965,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/in_vehicle_coupon_recommendation
internet_firewall,multiclass,52425,10485,13107,7,4,ok,ok,ok,0.9310292210269322,0.9310292210269322,0.9310292210269322,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.5556683540344238,22.26909446716309,260.6823184490204,46.63591432571411,46.26240921020508,47.21565318107605,True,True,1,1,2e-06,2e-06,0.2718625664710998,0.1048763692378997,22.013390064239506,260.41832447052,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/internet_firewall
internet_usage,multiclass,8086,1618,2022,70,46,ok,ok,ok,0.5296735905044511,0.5296735905044511,0.5296735905044511,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.8728311061859131,1.6908419132232666,1.7924916744232178,9.529549837112429,9.480129718780518,9.43072247505188,False,False,0,0,2e-06,2e-06,,,0.7803633213043213,0.8997900485992432,stratified,stratified,stratified split | TTT training skipped because n_classes=46 exceeds model max_classes=10,stratified split | TTT training skipped because n_classes=46 exceeds model max_classes=10,,,,,/home/crc00006699/zh/tabiclv2/data178/internet_usage
jm1,binclass,8708,1742,2177,21,2,ok,ok,ok,0.8213137344970143,0.8213137344970143,0.8222324299494718,0.0,0.0,0.0,tie,0.0009186954524574853,0.09186954524574853,0.11185682326621618,improved,0.0009186954524574853,0.09186954524574853,improved,0.4604635238647461,1.4478278160095217,11.19336223602295,3.322083711624145,3.101001977920532,3.3794069290161133,True,True,1,1,2e-06,2e-06,0.4287664592266083,0.413713996609052,1.2909870147705078,11.035095453262327,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/jm1
jungle_chess_2pcs_raw_endgame_complete,multiclass,35855,7171,8964,6,3,ok,ok,ok,0.8624497991967871,0.8621151271753681,0.8633422579205712,-0.00033467202141901353,-0.03346720214190135,-0.03880481179666327,regressed,0.0008924587237840731,0.08924587237840731,0.10347949812443968,improved,0.0012271307452030866,0.12271307452030866,improved,0.5121057033538818,11.09604024887085,126.36008071899414,23.584383010864254,23.3425977230072,24.036216735839844,True,True,1,1,2e-06,2e-06,0.3043219149112701,0.2448429216941197,10.898493528366089,126.16253638267516,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/jungle_chess_2pcs_raw_endgame_complete
kc1,binclass,1687,338,422,21,2,ok,ok,ok,0.8815165876777251,0.8815165876777251,0.8815165876777251,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3615620136260986,0.488199234008789,1.7386455535888672,0.7052359580993652,0.5348267555236816,0.5644967555999756,True,True,1,1,2e-06,2e-06,0.3677535653114319,0.346086877087752,0.4360809326171875,1.6855909824371338,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/kc1
kdd_ipums_la_97-small,binclass,4150,830,1038,20,2,ok,ok,ok,0.8882466281310212,0.8882466281310212,0.8892100192678227,0.0,0.0,0.0,tie,0.0009633911368015502,0.09633911368015502,0.10845986984815717,improved,0.0009633911368015502,0.09633911368015502,improved,0.3827834129333496,0.7211167812347412,3.83784818649292,1.369523286819458,1.203125,1.335686206817627,True,True,1,1,2e-06,2e-06,0.2889757752418518,0.278059887389342,0.6405372619628906,3.756183862686157,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/kdd_ipums_la_97-small
kr-vs-k,multiclass,22444,4489,5612,6,18,ok,ok,ok,0.8508553100498931,0.8508553100498931,0.8508553100498931,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4808611869812011,0.8963937759399414,0.9059381484985352,24.13630962371826,23.533551692962646,24.085442781448364,False,False,0,0,2e-06,2e-06,,,0.418694257736206,0.4247372150421142,stratified,stratified,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,,,,,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k
kropt,multiclass,22444,4489,5612,6,18,ok,ok,ok,0.852815395580898,0.852815395580898,0.852815395580898,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4674258232116699,0.9632010459899902,0.9772746562957764,23.84211778640747,23.518467903137207,23.98529958724976,False,False,0,0,2e-06,2e-06,,,0.4731135368347168,0.4809350967407226,stratified,stratified,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,,,,,/home/crc00006699/zh/tabiclv2/data178/kropt
led24,multiclass,2560,512,640,24,10,ok,ok,ok,0.734375,0.734375,0.734375,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.5211465358734131,0.6301770210266113,2.432745933532715,0.891146183013916,0.8023812770843506,0.8652892112731934,True,True,1,1,2e-06,2e-06,0.8003215789794922,0.8014470140139262,0.5393948554992676,2.341305732727051,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/led24
led7,multiclass,2560,512,640,7,10,ok,ok,ok,0.7375,0.7375,0.7375,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3500127792358398,0.5031325817108154,2.118628025054932,0.6779232025146484,0.5204157829284668,0.5994501113891602,True,True,1,1,2e-06,2e-06,0.8927316665649414,0.8944503515958786,0.4651782512664795,2.073462009429932,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/led7
letter,multiclass,16000,3200,4000,15,26,ok,ok,ok,0.98625,0.98625,0.98625,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.5111706256866455,0.9787025451660156,1.0719163417816162,15.320677995681764,14.951898097991943,15.23900842666626,False,False,0,0,2e-06,2e-06,,,0.4549450874328613,0.5427980422973633,stratified,stratified,stratified split | TTT training skipped because n_classes=26 exceeds model max_classes=10,stratified split | TTT training skipped because n_classes=26 exceeds model max_classes=10,,,,,/home/crc00006699/zh/tabiclv2/data178/letter
madeline,binclass,2512,503,628,259,2,ok,ok,ok,0.7531847133757962,0.7531847133757962,0.7531847133757962,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.905019998550415,1.8742284774780276,7.339150905609131,4.742371559143066,4.48567271232605,4.6433727741241455,True,True,1,1,2e-06,2e-06,0.6933916807174683,0.6187590310970942,1.2907812595367432,6.740085124969482,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/madeline
mammography,binclass,8946,1790,2237,6,2,ok,ok,ok,0.9888243182834152,0.9888243182834152,0.9888243182834152,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3884212970733642,1.2598488330841064,7.2604663372039795,2.056993246078491,1.9123468399047847,2.183258295059204,True,True,1,1,2e-06,2e-06,0.0457440204918384,0.0470493747852742,1.1871318817138672,7.18807053565979,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mammography
maternal_health_risk,multiclass,811,163,203,6,3,ok,ok,ok,0.8719211822660099,0.8719211822660099,0.8719211822660099,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.352827787399292,0.4084689617156982,1.3926711082458496,0.4702625274658203,0.3480434417724609,0.444650650024414,True,True,1,1,2e-06,2e-06,0.7884319424629211,0.4619386543830235,0.3895773887634277,1.3732271194458008,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/maternal_health_risk
mfeat-factors,multiclass,1600,320,400,216,10,ok,ok,ok,0.975,0.975,0.9725,0.0,0.0,0.0,tie,-0.0024999999999999467,-0.24999999999999467,-0.25641025641025095,regressed,-0.0024999999999999467,-0.24999999999999467,regressed,0.676851749420166,1.2560853958129885,4.216217994689941,2.5166144371032715,2.3297433853149414,2.593686819076538,True,True,1,1,2e-06,2e-06,0.2700404226779938,0.0425210349882642,0.8855698108673096,3.845808744430542,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors
mfeat-fourier,multiclass,1600,320,400,76,10,ok,ok,ok,0.885,0.8875,0.885,0.0024999999999999467,0.24999999999999467,0.28248587570620864,improved,0.0,0.0,0.0,tie,-0.0024999999999999467,-0.24999999999999467,regressed,0.4537379741668701,0.7039666175842285,2.234450340270996,1.1365127563476562,0.9709768295288086,1.2378261089324951,True,True,1,1,2e-06,2e-06,0.2853756844997406,0.2914957404136657,0.5591335296630859,2.087700128555298,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-fourier
mfeat-karhunen,multiclass,1600,320,400,64,10,ok,ok,ok,0.975,0.975,0.975,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4354636669158935,0.6426832675933838,2.074982166290283,1.003206491470337,0.874669075012207,0.9365761280059814,True,True,1,1,2e-06,2e-06,0.0380191206932067,0.0310349653785427,0.5229074954986572,1.9574179649353027,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen
mfeat-morphological,multiclass,1600,320,400,6,10,ok,ok,ok,0.76,0.76,0.7575,0.0,0.0,0.0,tie,-0.0025000000000000577,-0.2500000000000058,-0.3289473684210602,regressed,-0.0025000000000000577,-0.2500000000000058,regressed,0.3354411125183105,0.4239289760589599,1.5246553421020508,0.4227814674377441,0.3141558170318603,0.4519383907318115,True,True,1,1,2e-06,2e-06,0.8185904026031494,0.6119883706172308,0.400078535079956,1.5006437301635742,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-morphological
mfeat-pixel,multiclass,1600,320,400,240,10,ok,ok,ok,0.975,0.975,0.975,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,1.03774094581604,2.047743797302246,4.969790697097778,2.5624771118164062,2.618267297744751,2.825723648071289,True,True,1,1,2e-06,2e-06,0.1050633415579795,0.0451430076112349,1.382314682006836,4.307338714599609,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel
mfeat-zernike,multiclass,1600,320,400,47,10,ok,ok,ok,0.8525,0.855,0.8625,0.0024999999999999467,0.24999999999999467,0.29325513196480313,improved,0.010000000000000009,1.0000000000000009,1.1730205278592385,improved,0.007500000000000062,0.7500000000000062,improved,0.4109187126159668,0.5877351760864258,1.846529960632324,0.854109525680542,0.7215948104858398,0.9096267223358154,True,True,1,1,2e-06,2e-06,1.2806123495101929,0.2416916725536187,0.4895834922790527,1.747844696044922,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-zernike
mice_protein_expression,multiclass,864,173,216,75,8,ok,ok,ok,1.0,1.0,1.0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4183263778686523,0.5986223220825195,1.6631402969360352,0.6933352947235107,0.5767748355865479,0.7294042110443115,True,True,1,1,2e-06,2e-06,0.0018020734423771,0.0037585654936265,0.4864814281463623,1.5519843101501465,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression
microaggregation2,multiclass,16000,3200,4000,20,5,ok,ok,ok,0.6405,0.64025,0.6405,-0.00024999999999997247,-0.024999999999997247,-0.039032006245116706,regressed,0.0,0.0,0.0,tie,0.00024999999999997247,0.024999999999997247,improved,0.5453312397003174,3.1420557498931885,29.824872493743896,7.459028005599976,7.224186420440674,7.489426136016846,True,True,1,1,2e-06,2e-06,0.9340723156929016,0.887866864601771,2.900301218032837,29.58215022087097,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/microaggregation2
mobile_c36_oversampling,binclass,41408,8282,10352,6,2,ok,ok,ok,0.990533230293663,0.990533230293663,0.990726429675425,0.0,0.0,0.0,tie,0.00019319938176198814,0.019319938176198814,0.019504583577141615,improved,0.00019319938176198814,0.019319938176198814,improved,0.4891107082366943,14.309233903884888,110.55203914642334,22.587351322174072,22.78531217575073,23.3622682094574,True,True,1,1,2e-06,2e-06,0.0371477119624614,0.0233146247919648,14.115947484970093,110.35389351844788,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling
mozilla4,binclass,12436,2488,3109,4,2,ok,ok,ok,0.9401736892891605,0.9401736892891605,0.9404953361209392,0.0,0.0,0.0,tie,0.00032164683177871023,0.03216468317787102,0.03421142661649026,improved,0.00032164683177871023,0.03216468317787102,improved,0.3685076236724853,1.9209492206573489,9.54721713066101,2.0380194187164307,1.9931495189666748,2.233746290206909,True,True,1,1,2e-06,2e-06,0.2043318599462509,0.1655642092227935,1.8532230854034424,9.477800369262695,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/mozilla4
naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,ok,ok,ok,0.9710243736151356,0.9713652633373104,0.9713652633373104,0.0003408897221748308,0.03408897221748308,0.0351061962436323,improved,0.0003408897221748308,0.03408897221748308,0.0351061962436323,improved,0.0,0.0,tie,2.033097267150879,9.907899379730225,70.81425929069519,22.097973346710205,63.94517683982849,53.08022999763489,True,True,1,1,2e-06,2e-06,0.0851878225803375,0.0859805556635062,8.13697075843811,69.02277898788452,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset
national-longitudinal-survey-binary,binclass,3926,786,982,16,2,ok,ok,ok,1.0,1.0,1.0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.5103120803833008,0.7419741153717041,3.723656415939331,1.2594282627105713,1.0966730117797852,1.164997100830078,True,True,1,1,2e-06,2e-06,0.0083836959674954,0.005845608189702,0.6622829437255859,3.64267897605896,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/national-longitudinal-survey-binary
okcupid_stem,multiclass,21341,4269,5336,13,3,ok,ok,ok,0.7475637181409296,0.7475637181409296,0.7477511244377811,0.0,0.0,0.0,tie,0.00018740629685154442,0.018740629685154442,0.025068939583851615,improved,0.00018740629685154442,0.018740629685154442,improved,0.6001870632171631,4.851629018783569,49.0040078163147,10.63927721977234,10.377536535263062,10.874794483184814,True,True,1,1,2e-06,2e-06,0.6254115700721741,0.5864649613698324,4.549571514129639,48.6908495426178,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem
one-hundred-plants-margin,multiclass,1280,256,320,64,100,ok,ok,ok,0.909375,0.909375,0.909375,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4495551586151123,0.9213132858276368,1.01017165184021,3.682534456253052,3.485258817672729,3.635773897171021,False,False,0,0,2e-06,2e-06,,,0.4660744667053222,0.5595312118530273,stratified,stratified,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,,,,,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin
