dataset,key,layer,group,shape,numel,base_norm,current_norm,delta_l2,rel_l2,mean_abs_delta,median_abs_delta,max_abs_delta,rms_delta,changed_fraction_exact,changed_fraction_gt_1e_12,cosine_similarity
BLE,icl_predictor.tf_icl.blocks.6.attn.out_proj.bias,block_06,attn.out_proj,512,512,0.5975587964057922,0.5975091457366943,0.0007300909492187202,0.0012217893094518281,2.9024189643678255e-05,3.073364496231079e-05,5.061645060777664e-05,3.226576617591982e-05,1.0,1.0,0.9999992847442627
BLE,icl_predictor.tf_icl.blocks.7.linear1.weight,block_07,ffn.linear1,1024x512,524288,24.420738220214844,24.420724868774414,0.02619221992790699,0.00107254005557558,3.249051223974675e-05,3.649666905403137e-05,5.0805509090423584e-05,3.6173491860279266e-05,0.9999809265136719,0.9999809265136719,1.000023603439331
BLE,icl_predictor.tf_icl.blocks.7.linear1.bias,block_07,ffn.linear1,1024,1024,1.2125811576843262,1.2123950719833374,0.001083691488020122,0.0008937063561904266,3.005124017363414e-05,3.220513463020325e-05,5.060061812400818e-05,3.3865356676687035e-05,1.0,1.0,0.9999997615814209
BLE,icl_predictor.tf_icl.blocks.7.linear2.weight,block_07,ffn.linear2,512x1024,524288,15.735200881958008,15.735212326049805,0.025912519544363022,0.00164678670064344,3.2209252822212875e-05,3.5937875509262085e-05,5.080364644527435e-05,3.57872474485563e-05,0.9999771118164062,0.9999771118164062,1.0000205039978027
BLE,icl_predictor.tf_icl.blocks.7.linear2.bias,block_07,ffn.linear2,512,512,0.43647944927215576,0.4364239275455475,0.000747382640838623,0.0017122974336665714,2.923841748270206e-05,3.061071038246155e-05,5.0669070333242416e-05,3.3029959077657046e-05,1.0,1.0,0.9999984502792358
BLE,icl_predictor.tf_icl.blocks.7.norm1.weight,block_07,norm1,512,512,23.199344635009766,23.199636459350586,0.0007624957361258566,3.286712396931909e-05,3.038276918232441e-05,3.230571746826172e-05,5.066394805908203e-05,3.369787153045488e-05,0.998046875,0.998046875,1.0000001192092896
BLE,icl_predictor.tf_icl.blocks.7.norm1.bias,block_07,norm1,512,512,0.5301950573921204,0.530266523361206,0.0006871609948575497,0.0012960531888701573,2.6755387807497755e-05,2.5837915018200874e-05,5.05717471241951e-05,3.0368514417445935e-05,1.0,1.0,0.9999992847442627
BLE,icl_predictor.tf_icl.blocks.7.norm2.weight,block_07,norm2,512,512,21.450056076049805,21.45004653930664,0.0007473365403711796,3.484077326984651e-05,2.8756563551723957e-05,3.0040740966796875e-05,5.072355270385742e-05,3.302793553674729e-05,1.0,1.0,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.7.norm2.bias,block_07,norm2,512,512,0.6931905746459961,0.6930437088012695,0.0006852807709947228,0.0009885892798581382,2.594673787825741e-05,2.6326626539230347e-05,5.046837031841278e-05,3.0285416910378306e-05,1.0,1.0,0.9999995827674866
BLE,icl_predictor.tf_icl.blocks.7.attn.in_proj_weight,block_07,attn.in_proj,1536x512,786432,37.87724304199219,37.87751770019531,0.0321737602353096,0.0008494219127733152,3.2888867281144485e-05,3.67090106010437e-05,5.0805509090423584e-05,3.628079787139249e-05,0.9999809265136719,0.9999809265136719,1.0000360012054443
BLE,icl_predictor.tf_icl.blocks.7.attn.in_proj_bias,block_07,attn.in_proj,1536,1536,2.229447364807129,2.2295384407043457,0.001051062368787825,0.0004714452493379595,1.9738827177206986e-05,1.8812716007232666e-05,5.068304017186165e-05,2.681840289288802e-05,0.9993489384651184,0.9993489384651184,1.0
BLE,icl_predictor.tf_icl.blocks.7.attn.out_proj.weight,block_07,attn.out_proj,512x512,262144,16.076536178588867,16.076589584350586,0.018510520458221436,0.0011513997948683161,3.268146247137338e-05,3.675837069749832e-05,5.080178380012512e-05,3.615343546555036e-05,1.0,1.0,1.0000061988830566
BLE,icl_predictor.tf_icl.blocks.7.attn.out_proj.bias,block_07,attn.out_proj,512,512,0.5825188159942627,0.5824788808822632,0.000763227348215878,0.0013102192191197562,3.0214725484256633e-05,3.2167648896574974e-05,5.0552189350128174e-05,3.373020278050809e-05,1.0,1.0,0.9999991655349731
BLE,icl_predictor.tf_icl.blocks.8.linear1.weight,block_08,ffn.linear1,1024x512,524288,25.523313522338867,25.523218154907227,0.02645796164870262,0.0010366193882132382,3.307928272988647e-05,3.7513673305511475e-05,5.080879054730758e-05,3.6540479087458276e-05,0.9999885559082031,0.9999885559082031,1.000025987625122
BLE,icl_predictor.tf_icl.blocks.8.linear1.bias,block_08,ffn.linear1,1024,1024,1.1651318073272705,1.1649439334869385,0.0010933245066553354,0.0009383698048398538,3.075884887948632e-05,3.3855438232421875e-05,5.069747567176819e-05,3.4166393501947e-05,1.0,1.0,0.9999995231628418
BLE,icl_predictor.tf_icl.blocks.8.linear2.weight,block_08,ffn.linear2,512x1024,524288,15.648438453674316,15.64863109588623,0.0261845625936985,0.001673301950939941,3.281399403931573e-05,3.678910434246063e-05,5.0797127187252045e-05,3.616287100096796e-05,0.9999923706054688,0.9999923706054688,1.0000226497650146
BLE,icl_predictor.tf_icl.blocks.8.linear2.bias,block_08,ffn.linear2,512,512,0.4607033431529999,0.46047499775886536,0.0007460658089257777,0.0016194061102708112,2.979763667099178e-05,3.2296404242515564e-05,5.0373375415802e-05,3.297176472522673e-05,1.0,1.0,0.9999988079071045
BLE,icl_predictor.tf_icl.blocks.8.norm1.weight,block_08,norm1,512,512,23.969301223754883,23.969144821166992,0.0007877443567849696,3.286471931039188e-05,3.099988680332899e-05,3.325939178466797e-05,5.054473876953125e-05,3.4813711447607614e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.8.norm1.bias,block_08,norm1,512,512,0.6018226742744446,0.6016924381256104,0.0007439779583364725,0.0012362079232594114,2.8497783205239102e-05,3.095157444477081e-05,5.060061812400818e-05,3.287949068126862e-05,1.0,1.0,0.9999991059303284
BLE,icl_predictor.tf_icl.blocks.8.norm2.weight,block_08,norm2,512,512,22.32119369506836,22.32103729248047,0.0008363030501641333,3.746677088998464e-05,3.350956831127405e-05,3.808736801147461e-05,5.066394805908203e-05,3.695973133246326e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.8.norm2.bias,block_08,norm2,512,512,0.665737509727478,0.6656032204627991,0.000723295786883682,0.0010864579151904467,2.825309638865292e-05,2.8677284717559814e-05,5.050376057624817e-05,3.1965460298411064e-05,1.0,1.0,0.9999993443489075
BLE,icl_predictor.tf_icl.blocks.8.attn.in_proj_weight,block_08,attn.in_proj,1536x512,786432,38.40132141113281,38.40083312988281,0.03262343257665634,0.0008495393225504404,3.3261883800150827e-05,3.810226917266846e-05,5.08064404129982e-05,3.6787860184612916e-05,0.9999859929084778,0.9999859929084778,1.0000412464141846
BLE,icl_predictor.tf_icl.blocks.8.attn.in_proj_bias,block_08,attn.in_proj,1536,1536,1.679896354675293,1.6799204349517822,0.0010671170894056559,0.0006352279332204894,1.982648427656386e-05,1.6065314412117004e-05,5.050376057624817e-05,2.7228046638100633e-05,0.9967448115348816,0.9967448115348816,0.9999995827674866
BLE,icl_predictor.tf_icl.blocks.8.attn.out_proj.weight,block_08,attn.out_proj,512x512,262144,15.73706340789795,15.736961364746094,0.018455516546964645,0.0011727420846319534,3.258165452280082e-05,3.6424025893211365e-05,5.080364644527435e-05,3.6046038288737476e-05,0.9999923706054688,0.9999923706054688,1.0000072717666626
BLE,icl_predictor.tf_icl.blocks.8.attn.out_proj.bias,block_08,attn.out_proj,512,512,0.6407676339149475,0.6407029628753662,0.000727824226487428,0.0011358629680457612,2.8601351004908793e-05,3.045797348022461e-05,5.0570815801620483e-05,3.2165591465775514e-05,1.0,1.0,0.9999993443489075
BLE,icl_predictor.tf_icl.blocks.9.linear1.weight,block_09,ffn.linear1,1024x512,524288,26.06595802307129,26.065908432006836,0.02724948152899742,0.001045404949431651,3.443496098043397e-05,4.006922245025635e-05,5.081668496131897e-05,3.763368428728615e-05,0.9999961853027344,0.9999961853027344,1.000023365020752
BLE,icl_predictor.tf_icl.blocks.9.linear1.bias,block_09,ffn.linear1,1024,1024,1.0411851406097412,1.0411604642868042,0.0011449088342487812,0.0010996207971016542,3.246459527872503e-05,3.655441105365753e-05,5.077198147773743e-05,3.5778401735901485e-05,1.0,1.0,0.999999463558197
BLE,icl_predictor.tf_icl.blocks.9.linear2.weight,block_09,ffn.linear2,512x1024,524288,18.329177856445312,18.329370498657227,0.026784254238009453,0.0014612905416589387,3.378672408871353e-05,3.868807107210159e-05,5.081109702587128e-05,3.6991123482699975e-05,0.9999942779541016,0.9999942779541016,1.000028371810913
BLE,icl_predictor.tf_icl.blocks.9.linear2.bias,block_09,ffn.linear2,512,512,0.40349864959716797,0.4033961892127991,0.0008196542621590197,0.002031368042929731,3.325880607008003e-05,3.767572343349457e-05,5.075056105852127e-05,3.6223944389266985e-05,1.0,1.0,0.9999979138374329
BLE,icl_predictor.tf_icl.blocks.9.norm1.weight,block_09,norm1,512,512,22.925691604614258,22.92580223083496,0.000827411247882992,3.609100489323614e-05,3.331131301820278e-05,3.790855407714844e-05,5.066394805908203e-05,3.656676036932164e-05,1.0,1.0,0.9999998807907104
BLE,icl_predictor.tf_icl.blocks.9.norm1.bias,block_09,norm1,512,512,0.713169515132904,0.7130066752433777,0.0007324383477680385,0.0010270185870613336,2.8761916837538593e-05,3.106147050857544e-05,5.0380825996398926e-05,3.236950679109364e-05,1.0,1.0,0.9999994039535522
BLE,icl_predictor.tf_icl.blocks.9.norm2.weight,block_09,norm2,512,512,22.686458587646484,22.68647003173828,0.0008430940215475857,3.716287486168691e-05,3.394449595361948e-05,3.9577484130859375e-05,5.066394805908203e-05,3.725985074819582e-05,1.0,1.0,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.9.norm2.bias,block_09,norm2,512,512,0.6510158181190491,0.6511583924293518,0.0007201838889159262,0.0011062463750813537,2.7820879040518776e-05,2.866797149181366e-05,5.041249096393585e-05,3.182792978874362e-05,1.0,1.0,0.9999994039535522
BLE,icl_predictor.tf_icl.blocks.9.attn.in_proj_weight,block_09,attn.in_proj,1536x512,786432,36.34714889526367,36.34732437133789,0.03323996439576149,0.0009145136663000275,3.427321644267067e-05,3.960728645324707e-05,5.081202834844589e-05,3.748300092410921e-05,0.9999885559082031,0.9999885559082031,1.0000348091125488
BLE,icl_predictor.tf_icl.blocks.9.attn.in_proj_bias,block_09,attn.in_proj,1536,1536,2.140408754348755,2.140367269515991,0.001102317706681788,0.0005150033629986092,2.0742727429023944e-05,1.7460202798247337e-05,5.052611231803894e-05,2.8126206223084434e-05,0.9986979365348816,0.9986979365348816,1.0000001192092896
BLE,icl_predictor.tf_icl.blocks.9.attn.out_proj.weight,block_09,attn.out_proj,512x512,262144,14.849006652832031,14.849023818969727,0.018807794898748398,0.0012666029006836003,3.3519172575324774e-05,3.814045339822769e-05,5.0770118832588196e-05,3.673407497941821e-05,1.0,1.0,1.0000083446502686
BLE,icl_predictor.tf_icl.blocks.9.attn.out_proj.bias,block_09,attn.out_proj,512,512,0.6195646524429321,0.6194143295288086,0.0007994917104952037,0.0012904088497326827,3.222185478080064e-05,3.599608317017555e-05,5.058944225311279e-05,3.5332874782715314e-05,1.0,1.0,0.9999991655349731
BLE,icl_predictor.tf_icl.blocks.10.linear1.weight,block_10,ffn.linear1,1024x512,524288,27.719274520874023,27.719192504882812,0.027676358819007874,0.0009984517739872727,3.500455932226032e-05,4.149414598941803e-05,5.079805850982666e-05,3.822317913196223e-05,0.9999828338623047,0.9999828338623047,1.000023603439331
BLE,icl_predictor.tf_icl.blocks.10.linear1.bias,block_10,ffn.linear1,1024,1024,1.0543142557144165,1.0541859865188599,0.0011757976608350873,0.0011152250426863827,3.324839781271294e-05,3.824383020401001e-05,5.067512392997742e-05,3.674367716118881e-05,1.0,1.0,0.9999992847442627
BLE,icl_predictor.tf_icl.blocks.10.linear2.weight,block_10,ffn.linear2,512x1024,524288,19.73032569885254,19.730369567871094,0.027308138087391853,0.001384069300436264,3.44167638104409e-05,4.045665264129639e-05,5.079247057437897e-05,3.771457404499904e-05,0.9999923706054688,0.9999923706054688,1.0000269412994385
BLE,icl_predictor.tf_icl.blocks.10.linear2.bias,block_10,ffn.linear2,512,512,0.6327281594276428,0.6325818300247192,0.0008219660958275199,0.0012990825263249862,3.300125536043197e-05,3.701820969581604e-05,5.0514936447143555e-05,3.6326112372759e-05,1.0,1.0,0.9999991655349731
BLE,icl_predictor.tf_icl.blocks.10.norm1.weight,block_10,norm1,512,512,23.602596282958984,23.602474212646484,0.0008545126765966415,3.6204181368537045e-05,3.443146124482155e-05,4.017353057861328e-05,5.066394805908203e-05,3.7764483223533866e-05,1.0,1.0,0.9999998807907104
BLE,icl_predictor.tf_icl.blocks.10.norm1.bias,block_10,norm1,512,512,0.7579025030136108,0.757796049118042,0.0008452861802652478,0.0011152967260341037,3.4240001696161926e-05,4.0333718061447144e-05,5.056988447904587e-05,3.7356725202385684e-05,1.0,1.0,0.9999992847442627
BLE,icl_predictor.tf_icl.blocks.10.norm2.weight,block_10,norm2,512,512,23.90859031677246,23.90853500366211,0.0008699987083673477,3.6388540555525185e-05,3.538583405315876e-05,4.1604042053222656e-05,5.066394805908203e-05,3.844887691691394e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.10.norm2.bias,block_10,norm2,512,512,0.4261724352836609,0.4260895252227783,0.0008343608933500946,0.001957801172177607,3.3724907552823424e-05,3.889179788529873e-05,5.0595030188560486e-05,3.687389213263893e-05,1.0,1.0,0.9999980926513672
BLE,icl_predictor.tf_icl.blocks.10.attn.in_proj_weight,block_10,attn.in_proj,1536x512,786432,35.98725891113281,35.98707962036133,0.03285402059555054,0.0009129347883004807,3.379535337444395e-05,3.884732723236084e-05,5.081668496131897e-05,3.7047899453956844e-05,0.9999898076057434,0.9999898076057434,1.0000451803207397
BLE,icl_predictor.tf_icl.blocks.10.attn.in_proj_bias,block_10,attn.in_proj,1536,1536,1.8893646001815796,1.8893592357635498,0.001160264015197754,0.0006141027597773512,2.2301916033029556e-05,2.240017056465149e-05,5.071796476840973e-05,2.960473644940657e-05,0.9993489384651184,0.9993489384651184,0.9999998807907104
BLE,icl_predictor.tf_icl.blocks.10.attn.out_proj.weight,block_10,attn.out_proj,512x512,262144,12.162887573242188,12.162721633911133,0.018633602187037468,0.0015320048035327592,3.2927120628301054e-05,3.7085264921188354e-05,5.079619586467743e-05,3.639386775133416e-05,0.9999885559082031,0.9999885559082031,1.0000073909759521
BLE,icl_predictor.tf_icl.blocks.10.attn.out_proj.bias,block_10,attn.out_proj,512,512,0.5660008788108826,0.5656980276107788,0.0008421672973781824,0.0014879257769811471,3.409577038837597e-05,3.953278064727783e-05,5.063973367214203e-05,3.721888896687354e-05,1.0,1.0,0.9999990463256836
BLE,icl_predictor.tf_icl.blocks.11.linear1.weight,block_11,ffn.linear1,1024x512,524288,26.3369140625,26.33713150024414,0.027997326105833054,0.0010630450492184345,3.558652679203078e-05,4.244782030582428e-05,5.0790607929229736e-05,3.866648048504023e-05,0.9999809265136719,0.9999809265136719,1.0000276565551758
BLE,icl_predictor.tf_icl.blocks.11.linear1.bias,block_11,ffn.linear1,1024,1024,1.0728617906570435,1.0729249715805054,0.0011901090620085597,0.001109284599723327,3.383519651833922e-05,3.939121961593628e-05,5.067605525255203e-05,3.719090577877576e-05,1.0,1.0,0.9999992847442627
BLE,icl_predictor.tf_icl.blocks.11.linear2.weight,block_11,ffn.linear2,512x1024,524288,13.61835765838623,13.61767292022705,0.02772953361272812,0.002036187792119716,3.505368658807129e-05,4.191312473267317e-05,5.076313391327858e-05,3.829663655081798e-05,0.9999923706054688,0.9999923706054688,1.0000381469726562
BLE,icl_predictor.tf_icl.blocks.11.linear2.bias,block_11,ffn.linear2,512,512,0.3004377782344818,0.3002323508262634,0.0008404127438552678,0.0027972938316584007,3.346295852679759e-05,3.844592720270157e-05,5.0634145736694336e-05,3.71413467934022e-05,1.0,1.0,0.9999963641166687
BLE,icl_predictor.tf_icl.blocks.11.norm1.weight,block_11,norm1,512,512,21.849956512451172,21.850017547607422,0.000868690840434283,3.975709699647324e-05,3.524299245327711e-05,4.202127456665039e-05,5.078315734863281e-05,3.83910886556074e-05,1.0,1.0,0.9999998807907104
BLE,icl_predictor.tf_icl.blocks.11.norm1.bias,block_11,norm1,512,512,0.6025954484939575,0.6026103496551514,0.000830439617857337,0.0013781046968267736,3.3137308491859585e-05,3.645941615104675e-05,5.0446949899196625e-05,3.67005920069538e-05,1.0,1.0,0.9999989867210388
BLE,icl_predictor.tf_icl.blocks.11.norm2.weight,block_11,norm2,512,512,23.47966194152832,23.47981834411621,0.0008659829036332667,3.6882256047373994e-05,3.5106902942061424e-05,4.1961669921875e-05,5.066394805908203e-05,3.827140540952602e-05,0.998046875,0.998046875,1.0000001192092896
BLE,icl_predictor.tf_icl.blocks.11.norm2.bias,block_11,norm2,512,512,0.6873353123664856,0.6873729228973389,0.0007311173249036074,0.0010636981859484525,2.847121868398972e-05,3.0156224966049194e-05,5.019642412662506e-05,3.2311122810925305e-05,1.0,1.0,0.999999463558197
BLE,icl_predictor.tf_icl.blocks.11.attn.in_proj_weight,block_11,attn.in_proj,1536x512,786432,33.956356048583984,33.95637512207031,0.033798541873693466,0.0009953524408017834,3.483124964986928e-05,4.132091999053955e-05,5.079875700175762e-05,3.81129569403851e-05,0.9999859929084778,0.9999859929084778,1.0000371932983398
BLE,icl_predictor.tf_icl.blocks.11.attn.in_proj_bias,block_11,attn.in_proj,1536,1536,1.5784767866134644,1.5784322023391724,0.0011803765082731843,0.0007477946576616244,2.247799238830339e-05,2.1830201148986816e-05,5.0644390285015106e-05,3.0117922190227932e-05,0.9967448115348816,0.9967448115348816,0.9999997019767761
BLE,icl_predictor.tf_icl.blocks.11.attn.out_proj.weight,block_11,attn.out_proj,512x512,262144,11.64064884185791,11.641022682189941,0.018973395228385925,0.0016299259161704975,3.357559398864396e-05,3.8801401387900114e-05,5.076266825199127e-05,3.7057505703350914e-05,0.9999923706054688,0.9999923706054688,1.0000108480453491
BLE,icl_predictor.tf_icl.blocks.11.attn.out_proj.bias,block_11,attn.out_proj,512,512,0.33195608854293823,0.33175572752952576,0.0008041596156544983,0.002422487923573839,3.1991694413591176e-05,3.371061757206917e-05,5.053519271314144e-05,3.553917104329575e-05,1.0,1.0,0.9999970197677612
BLE,icl_predictor.ln.weight,ln,ln,512,512,21.56521987915039,21.56542205810547,0.0008871262543834746,4.1136898179328175e-05,3.619189374148846e-05,4.357099533081055e-05,5.072355270385742e-05,3.920582729915002e-05,1.0,1.0,1.0
BLE,icl_predictor.ln.bias,ln,ln,512,512,0.38168638944625854,0.38188478350639343,0.0008409411530010402,0.0022032254129335195,3.346274752402678e-05,3.8253143429756165e-05,5.0625065341591835e-05,3.716470290826851e-05,1.0,1.0,0.9999977350234985
BLE,icl_predictor.y_encoder.weight,y_encoder,y_encoder,512x10,5120,13.610689163208008,13.610722541809082,0.0013844602508470416,0.00010171860030345634,9.47805165196769e-06,0.0,5.072355270385742e-05,1.9348417615154502e-05,0.30000001192092896,0.30000001192092896,0.9999997615814209
BLE,icl_predictor.y_encoder.bias,y_encoder,y_encoder,512,512,3.4462814331054688,3.446316957473755,0.0008462507394142449,0.00024555473946056595,3.3938260457944125e-05,3.858190029859543e-05,5.079805850982666e-05,3.739934984661544e-05,1.0,1.0,0.9999999403953552
BLE,icl_predictor.decoder.0.weight,decoder,decoder,1024x512,524288,24.294889450073242,24.295101165771484,0.028630297631025314,0.0011784493891137185,3.663883762783371e-05,4.386715590953827e-05,5.0807371735572815e-05,3.954059554231943e-05,0.9999885559082031,0.9999885559082031,1.0000255107879639
BLE,icl_predictor.decoder.0.bias,decoder,decoder,1024,1024,0.9218702912330627,0.9217821955680847,0.0012365273432806134,0.0013413246473376798,3.564708822523244e-05,4.2695552110672e-05,5.0729140639305115e-05,3.8641480779839814e-05,1.0,1.0,0.9999991655349731
BLE,icl_predictor.decoder.2.weight,decoder,decoder,10x1024,10240,8.119904518127441,8.12005615234375,0.00299216341227293,0.00036849736417375936,2.174643668695353e-05,1.33514404296875e-05,5.073472857475281e-05,2.9568926139832527e-05,0.998339831829071,0.998339831829071,1.0000001192092896
BLE,icl_predictor.decoder.2.bias,decoder,decoder,10,10,0.07279705256223679,0.07278314977884293,0.0001090726800612174,0.0014983117615437653,2.9727863875450566e-05,3.389082849025726e-05,5.0297239795327187e-05,3.449180765228242e-05,1.0,1.0,0.9999988675117493
BNG,icl_predictor.tf_icl.blocks.0.linear1.weight,block_00,ffn.linear1,1024x512,524288,23.014326095581055,23.013652801513672,0.028369266539812088,0.0012326785682096508,3.6551216908264905e-05,4.293862730264664e-05,5.076080560684204e-05,3.917999861540414e-05,0.9999904632568359,0.9999904632568359,1.0000168085098267
BNG,icl_predictor.tf_icl.blocks.0.linear1.bias,block_00,ffn.linear1,1024,1024,0.9378963708877563,0.937769889831543,0.0011796570615842938,0.0012577690864358966,3.435240068938583e-05,3.858096897602081e-05,5.060434341430664e-05,3.6864283211194756e-05,1.0,1.0,0.9999992847442627
BNG,icl_predictor.tf_icl.blocks.0.linear2.weight,block_00,ffn.linear2,512x1024,524288,14.457690238952637,14.458157539367676,0.028418006375432014,0.0019655979555340606,3.659120557131246e-05,4.313327372074127e-05,5.0786882638931274e-05,3.9247323490728446e-05,0.9999923706054688,0.9999923706054688,1.00002121925354
BNG,icl_predictor.tf_icl.blocks.0.linear2.bias,block_00,ffn.linear2,512,512,0.3319941759109497,0.3319864273071289,0.0008326803799718618,0.002508117432134419,3.377542088855989e-05,3.8218218833208084e-05,5.058199167251587e-05,3.67996236102345e-05,1.0,1.0,0.9999969005584717
BNG,icl_predictor.tf_icl.blocks.0.norm1.weight,block_00,norm1,512,512,21.398300170898438,21.39813232421875,0.0009461932932026684,4.421815217310773e-05,3.987550735473633e-05,4.57763671875e-05,5.072355270385742e-05,4.1816248029317056e-05,1.0,1.0,1.0
BNG,icl_predictor.tf_icl.blocks.0.norm1.bias,block_00,norm1,512,512,1.572695016860962,1.5724743604660034,0.0008492192137055099,0.0005399770486969422,3.4753611544147134e-05,3.902614116668701e-05,5.073472857475281e-05,3.753053949294985e-05,1.0,1.0,1.0
BNG,icl_predictor.tf_icl.blocks.0.norm2.weight,block_00,norm2,512,512,20.691320419311523,20.69114875793457,0.0008681541075929999,4.195740484414405e-05,3.539037425071001e-05,4.094839096069336e-05,5.072355270385742e-05,3.8367367936859075e-05,1.0,1.0,0.9999998807907104
BNG,icl_predictor.tf_icl.blocks.0.norm2.bias,block_00,norm2,512,512,0.8688327074050903,0.8689512610435486,0.0008169497596099973,0.0009402843063413322,3.3200365578522906e-05,3.6141835153102875e-05,5.064532160758972e-05,3.610442195234762e-05,1.0,1.0,0.9999995827674866
BNG,icl_predictor.tf_icl.blocks.0.attn.in_proj_weight,block_00,attn.in_proj,1536x512,786432,33.16353988647461,33.163143157958984,0.0373646579682827,0.0011266788194561927,4.00303651986178e-05,4.6523287892341614e-05,5.0786882638931274e-05,4.2134302687852776e-05,0.999993622303009,0.999993622303009,1.0000276565551758
BNG,icl_predictor.tf_icl.blocks.0.attn.in_proj_bias,block_00,attn.in_proj,1536,1536,1.1678119897842407,1.1677162647247314,0.0011789010604843497,0.0010094955958631219,2.2599153453484178e-05,2.355780452489853e-05,5.0481874495744705e-05,3.0080271221381166e-05,0.9967448115348816,0.9967448115348816,0.9999995231628418
BNG,icl_predictor.tf_icl.blocks.0.attn.out_proj.weight,block_00,attn.out_proj,512x512,262144,11.804973602294922,11.805085182189941,0.020610090345144272,0.0017458819510732207,3.775384175241925e-05,4.4519081711769104e-05,5.078967660665512e-05,4.025418450594989e-05,0.9999961853027344,0.9999961853027344,1.000006914138794
BNG,icl_predictor.tf_icl.blocks.0.attn.out_proj.bias,block_00,attn.out_proj,512,512,0.35981839895248413,0.35975977778434753,0.0008532419451512396,0.002371312716728372,3.482569081825204e-05,4.040449857711792e-05,5.075894296169281e-05,3.7708322472329064e-05,1.0,1.0,0.9999973773956299
BNG,icl_predictor.tf_icl.blocks.1.linear1.weight,block_01,ffn.linear1,1024x512,524288,25.012962341308594,25.013019561767578,0.027913015335798264,0.0011159420045861242,3.571906563593075e-05,4.215911030769348e-05,5.074497312307358e-05,3.85499174452989e-05,0.9999961853027344,0.9999961853027344,1.000022292137146
BNG,icl_predictor.tf_icl.blocks.1.linear1.bias,block_01,ffn.linear1,1024,1024,0.916978657245636,0.9170495867729187,0.0011222113389521837,0.0012238140223697128,3.154831210849807e-05,3.467872738838196e-05,5.044415593147278e-05,3.506910487928445e-05,0.9990234375,0.9990234375,0.9999990463256836
BNG,icl_predictor.tf_icl.blocks.1.linear2.weight,block_01,ffn.linear2,512x1024,524288,15.429557800292969,15.429495811462402,0.027974961325526237,0.001813076025094721,3.578110408852808e-05,4.2378902435302734e-05,5.0776638090610504e-05,3.8635486949343036e-05,0.9999942779541016,0.9999942779541016,1.0000191926956177
BNG,icl_predictor.tf_icl.blocks.1.linear2.bias,block_01,ffn.linear2,512,512,0.3050377070903778,0.305019736289978,0.000826894014608115,0.0027107927819573097,3.326483420096338e-05,3.918353468179703e-05,5.0661154091358185e-05,3.654390009517486e-05,1.0,1.0,0.9999964237213135
BNG,icl_predictor.tf_icl.blocks.1.norm1.weight,block_01,norm1,512,512,21.88734245300293,21.887351989746094,0.0008745163213461637,3.995534511436955e-05,3.5663484595716e-05,4.208087921142578e-05,5.072355270385742e-05,3.864853656231275e-05,0.998046875,0.998046875,1.0000001192092896
BNG,icl_predictor.tf_icl.blocks.1.norm1.bias,block_01,norm1,512,512,1.427184820175171,1.4273148775100708,0.0008146618492901325,0.0005708173445886085,3.254672628827393e-05,3.5820528864860535e-05,5.0717033445835114e-05,3.600330856832247e-05,1.0,1.0,0.9999998211860657
BNG,icl_predictor.tf_icl.blocks.1.norm2.weight,block_01,norm2,512,512,21.496784210205078,21.496843338012695,0.0008662447216920555,4.029647938135726e-05,3.5284203477203846e-05,4.178285598754883e-05,5.066394805908203e-05,3.828298268239892e-05,1.0,1.0,1.0
BNG,icl_predictor.tf_icl.blocks.1.norm2.bias,block_01,norm2,512,512,0.5770206451416016,0.5770225524902344,0.0007806135690771043,0.0013528347306952734,3.0755716579733416e-05,3.2635871320962906e-05,5.061586853116751e-05,3.449857130171187e-05,1.0,1.0,0.9999991059303284
BNG,icl_predictor.tf_icl.blocks.1.attn.in_proj_weight,block_01,attn.in_proj,1536x512,786432,37.92544937133789,37.925758361816406,0.03536749258637428,0.0009325530263354581,3.7168851122260094e-05,4.4465065002441406e-05,5.077570676803589e-05,3.9882101241589516e-05,0.9999885559082031,0.9999885559082031,1.0000298023223877
BNG,icl_predictor.tf_icl.blocks.1.attn.in_proj_bias,block_01,attn.in_proj,1536,1536,0.9749131798744202,0.9749473929405212,0.001276332070119679,0.0013091751106316728,2.4888528059818782e-05,2.9155402444303036e-05,5.053170025348663e-05,3.256627898131852e-05,0.99609375,0.99609375,0.9999991059303284
BNG,icl_predictor.tf_icl.blocks.1.attn.out_proj.weight,block_01,attn.out_proj,512x512,262144,17.449405670166016,17.449357986450195,0.019658055156469345,0.0011265744821371438,3.549510438460857e-05,4.196833469904959e-05,5.073472857475281e-05,3.839469321094708e-05,0.9999847412109375,0.9999847412109375,1.000009536743164
BNG,icl_predictor.tf_icl.blocks.1.attn.out_proj.bias,block_01,attn.out_proj,512,512,0.30195021629333496,0.3019111454486847,0.0008269416284747422,0.0027386687733604942,3.333857603138313e-05,3.8806814700365067e-05,5.0455331802368164e-05,3.654599932944952e-05,1.0,1.0,0.9999960660934448
