dataset_name,task_type,baseline_acc,n_classes,up_count,down_count,flat_count,first_up_step,last_up_step,best_step,best_acc,best_delta_pp,up_steps,first_down_step,last_down_step,worst_step,worst_acc,worst_delta_pp,down_steps,flat_steps,final_step,final_delta_pp,pattern,delta_pp_step1,delta_pp_step2,delta_pp_step3,delta_pp_step4,delta_pp_step5,delta_pp_step10,delta_pp_step20,delta_pp_step30,delta_pp_step40,delta_pp_step50
sylvine,binclass,0.9707317073170731,2,0,1,9,,,1,0.9707317073170731,0.0,,50,50,50,0.9697560975609756,-0.09756097560975618,50,"1,2,3,4,5,10,20,30,40",50,-0.09756097560975618,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09756097560975618
taiwanese_bankruptcy_prediction,binclass,0.9706744868035192,2,5,0,5,10,50,10,0.9721407624633432,0.14662756598240456,"10,20,30,40,50",,,1,0.9706744868035192,0.0,,"1,2,3,4,5",50,0.07331378299120228,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.14662756598240456,0.14662756598240456,0.14662756598240456,0.14662756598240456,0.07331378299120228
telco-customer-churn,binclass,0.8048261178140526,2,3,4,3,1,50,50,0.8069552874378992,0.21291696238466828,"1,40,50",2,30,30,0.8034066713981547,-0.14194464158978626,"2,3,4,30","5,10,20",50,0.21291696238466828,mixed_recovered_to_gain,0.07097232079488203,-0.07097232079489313,-0.07097232079489313,-0.07097232079489313,0.0,0.0,0.0,-0.14194464158978626,0.14194464158977516,0.21291696238466828
texture,multiclass,1.0,11,0,0,10,,,1,1.0,0.0,,,,1,1.0,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thyroid,multiclass,0.99375,3,0,4,6,,,1,0.99375,0.0,,20,50,40,0.9916666666666668,-0.2083333333333215,"20,30,40,50","1,2,3,4,5,10",50,-0.2083333333333215,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,-0.1388888888888773,-0.1388888888888773,-0.2083333333333215,-0.2083333333333215
thyroid-ann,multiclass,0.9880794701986756,3,10,0,0,1,50,40,0.9933774834437086,0.5298013245032984,"1,2,3,4,5,10,20,30,40,50",,,1,0.9894039735099338,0.13245033112582183,,,50,0.5298013245032984,all_steps_up,0.13245033112582183,0.13245033112582183,0.13245033112582183,0.13245033112582183,0.13245033112582183,0.13245033112582183,0.26490066225164366,0.26490066225164366,0.5298013245032984,0.5298013245032984
thyroid-dis,multiclass,0.6910714285714286,5,7,0,3,4,50,20,0.6964285714285714,0.5357142857142838,"4,5,10,20,30,40,50",,,1,0.6910714285714286,0.0,,"1,2,3",50,0.17857142857142794,nonnegative_gain,0.0,0.0,0.0,0.17857142857142794,0.17857142857142794,0.3571428571428559,0.5357142857142838,0.5357142857142838,0.17857142857142794,0.17857142857142794
turiye_student_evaluation,multiclass,0.5223367697594502,5,5,4,1,10,50,50,0.5352233676975945,1.2886597938144284,"10,20,30,40,50",1,5,4,0.520618556701031,-0.1718213058419238,"1,3,4,5",2,50,1.2886597938144284,mixed_recovered_to_gain,-0.0859106529209619,0.0,-0.0859106529209619,-0.1718213058419238,-0.0859106529209619,0.3436426116838476,0.3436426116838476,0.773195876288657,0.6872852233676952,1.2886597938144284
twonorm,binclass,0.979054054054054,2,2,2,6,20,30,20,0.9797297297297296,0.06756756756756133,"20,30",5,10,5,0.9783783783783784,-0.06756756756756133,"5,10","1,2,3,4,40,50",50,0.0,mixed_ended_flat,0.0,0.0,0.0,0.0,-0.06756756756756133,-0.06756756756756133,0.06756756756756133,0.06756756756756133,0.0,0.0
vehicle,multiclass,0.8588235294117647,4,3,0,7,30,50,30,0.8647058823529412,0.5882352941176561,"30,40,50",,,1,0.8588235294117647,0.0,,"1,2,3,4,5,10,20",50,0.5882352941176561,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176561,0.5882352941176561,0.5882352941176561
volkert,multiclass,0.7337506431143886,10,0,0,10,,,1,0.7337506431143886,0.0,,,,1,0.7337506431143886,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walking-activity,multiclass,0.6641443733886898,22,0,0,10,,,1,0.6641443733886898,0.0,,,,1,0.6641443733886898,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wall-robot-navigation,multiclass,0.9862637362637364,4,6,0,4,4,50,40,0.98992673992674,0.3663003663003539,"4,5,20,30,40,50",,,1,0.9862637362637364,0.0,,"1,2,3,10",50,0.3663003663003539,nonnegative_gain,0.0,0.0,0.0,0.09157509157508015,0.09157509157508015,0.0,0.27472527472526265,0.27472527472526265,0.3663003663003539,0.3663003663003539
water_quality,binclass,0.908125,2,1,2,7,30,30,30,0.90875,0.06249999999999867,30,5,50,5,0.9075,-0.06249999999999867,"5,50","1,2,3,4,10,20,40",50,-0.06249999999999867,mixed_ended_in_decline,0.0,0.0,0.0,0.0,-0.06249999999999867,0.0,0.0,0.06249999999999867,0.0,-0.06249999999999867
waveform-5000,multiclass,0.866,3,8,0,2,3,50,20,0.873,0.7000000000000006,"3,4,5,10,20,30,40,50",,,1,0.866,0.0,,"1,2",50,0.20000000000000018,nonnegative_gain,0.0,0.0,0.10000000000000009,0.10000000000000009,0.20000000000000018,0.30000000000000027,0.7000000000000006,0.30000000000000027,0.10000000000000009,0.20000000000000018
waveform_database_generator,multiclass,0.356,3,4,4,2,1,50,1,0.36,0.40000000000000036,"1,2,3,50",4,40,4,0.353,-0.30000000000000027,"4,5,10,40","20,30",50,0.30000000000000027,mixed_recovered_to_gain,0.40000000000000036,0.40000000000000036,0.20000000000000018,-0.30000000000000027,-0.20000000000000018,-0.30000000000000027,0.0,0.0,-0.20000000000000018,0.30000000000000027
waveform_database_generator_version_1,multiclass,0.866,3,1,6,3,40,40,40,0.867,0.10000000000000009,40,3,50,50,0.863,-0.30000000000000027,"3,4,5,10,30,50","1,2,20",50,-0.30000000000000027,mixed_ended_in_decline,0.0,0.0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.0,-0.20000000000000018,0.10000000000000009,-0.30000000000000027
website_phishing,multiclass,0.911439114391144,3,4,0,6,20,50,20,0.922509225092251,1.1070110701106972,"20,30,40,50",,,1,0.911439114391144,0.0,,"1,2,3,4,5,10",50,0.36900369003689537,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.0,1.1070110701106972,0.36900369003689537,0.36900369003689537,0.36900369003689537
wine,binclass,0.7749510763209393,2,0,4,6,,,1,0.7749510763209393,0.0,,20,50,30,0.7710371819960861,-0.3913894324853229,"20,30,40,50","1,2,3,4,5,10",50,-0.3913894324853229,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,-0.1956947162426559,-0.3913894324853229,-0.3913894324853229,-0.3913894324853229
wine-quality-red,multiclass,0.66875,6,1,4,5,3,3,3,0.671875,0.31250000000000444,3,1,40,1,0.665625,-0.31249999999999334,"1,2,30,40","4,5,10,20,50",50,0.0,mixed_ended_flat,-0.31249999999999334,-0.31249999999999334,0.31250000000000444,0.0,0.0,0.0,0.0,-0.31249999999999334,-0.31249999999999334,0.0
wine-quality-white,multiclass,0.6826530612244898,7,8,0,2,1,50,50,0.6887755102040817,0.612244897959191,"1,2,5,10,20,30,40,50",,,3,0.6826530612244898,0.0,,"3,4",50,0.612244897959191,nonnegative_gain,0.10204081632653184,0.10204081632653184,0.0,0.0,0.10204081632653184,0.10204081632653184,0.3061224489795955,0.40816326530612734,0.5102040816326592,0.612244897959191
yeast,multiclass,0.6296296296296297,10,0,8,2,,,40,0.6296296296296297,0.0,,1,30,5,0.6161616161616161,-1.3468013468013518,"1,2,3,4,5,10,20,30","40,50",50,0.0,nonpositive_decline,-1.0101010101010166,-1.0101010101010166,-1.0101010101010166,-1.0101010101010166,-1.3468013468013518,-0.6734006734006703,-0.33670033670033517,-0.33670033670033517,0.0,0.0
