dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,fit_seconds,predict_seconds,status,error,aoc,aoc_metric,aoc_error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,llm_col_enabled,llm_col_model,llm_col_alpha,llm_col_dim,llm_col_feature_count,llm_col_cache_hits,llm_col_cache_misses,llm_col_error
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,0.9730697119481848,,2.07755446434021,27.116862535476685,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 1.61 GiB. GPU 0 has a total capacity of 23.57 GiB of which 370.00 MiB is free. Process 49896 has 23.20 GiB memory in use. Of the allocated memory 21.99 GiB is allocated by PyTorch, and 912.28 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,86,0,86,
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin,multiclass,1280,256,320,64,100,0.903125,0.9008283730158728,3.911466121673584,5.912488698959351,ok,,0.3319538055284183,log_loss,,1280,1024,0,320,,0,5e-06,False,3.4423370361328125,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=100 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False,True,text-embedding-v4,0.05,128,64,0,64,
online_shoppers,/home/crc00006699/zh/tabiclv2/data178/online_shoppers,binclass,9864,1973,2466,14,2,0.9063260340632604,0.9011296998350696,307.3856317996979,3.9315531253814697,ok,,0.0700864728522474,1_minus_roc_auc,,9864,7891,0,2466,0.223387052770704,9,5e-06,True,307.2365186214447,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.900658895083629,0.902179422199696,1,True,True,text-embedding-v4,0.05,128,14,0,14,
page-blocks,/home/crc00006699/zh/tabiclv2/data178/page-blocks,multiclass,4378,876,1095,10,5,0.9771689497716894,0.9769424468656428,89.87420606613159,1.3494462966918943,ok,,0.0855774598516493,log_loss,,4378,3502,0,1095,0.0540795709239319,9,5e-06,True,89.81693696975708,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9691780821917808,0.9714611872146118,1,True,True,text-embedding-v4,0.05,128,10,0,10,
pc4,/home/crc00006699/zh/tabiclv2/data178/pc4,binclass,1166,234,292,37,2,0.9143835616438356,0.9103508205574876,56.98488926887512,0.7054674625396729,ok,,0.0392795138888888,1_minus_roc_auc,,1166,932,0,292,0.1674360637553036,14,5e-06,True,56.908615589141846,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9230769230769232,0.9273504273504274,6,True,True,text-embedding-v4,0.05,128,37,0,37,
pol,/home/crc00006699/zh/tabiclv2/data178/pol,binclass,8065,1613,2017,26,2,0.9930589985126426,0.9930589951003956,475.9532678127289,3.729273557662964,ok,,0.0002507197130586,1_minus_roc_auc,,8065,6452,0,2017,0.0322520895861089,16,5e-06,True,475.800815820694,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9919404835709856,0.9931804091754496,8,True,True,text-embedding-v4,0.05,128,26,0,26,
rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik,binclass,3048,610,762,7,2,0.931758530183727,0.9314798849732624,57.89110279083252,0.8047463893890381,ok,,0.0214794281533179,1_minus_roc_auc,,3048,2438,0,762,0.157075744587928,11,5e-06,True,57.85363245010376,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9327868852459016,0.9360655737704918,3,True,True,text-embedding-v4,0.05,128,7,0,7,
satimage,/home/crc00006699/zh/tabiclv2/data178/satimage,multiclass,5144,1029,1286,36,6,0.9455676516329704,0.9448036024431068,381.7304401397705,2.661777973175049,ok,,0.1278240537250896,log_loss,,5144,4115,0,1286,0.1922366260550916,20,5e-06,True,381.5704305171967,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9319727891156464,0.9416909620991254,12,True,True,text-embedding-v4,0.05,128,36,0,36,
semeion,/home/crc00006699/zh/tabiclv2/data178/semeion,multiclass,1274,255,319,256,10,0.9686520376175548,0.9686948325435536,198.46113514900208,4.24065899848938,ok,,0.0975764607294362,log_loss,,1274,1019,0,319,0.1351562102790922,9,5e-06,True,198.01021337509155,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9568627450980391,0.9607843137254902,1,True,True,text-embedding-v4,0.05,128,256,0,256,
splice,/home/crc00006699/zh/tabiclv2/data178/splice,multiclass,2552,511,638,60,3,0.9608150470219436,0.9607765132232094,123.42827916145325,1.8220913410186768,ok,,0.0974719005278059,log_loss,,2552,2041,0,638,0.095370371825993,11,5e-06,True,123.20214509963988,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9686888454011742,0.9706457925636008,3,True,True,text-embedding-v4,0.05,128,60,0,60,
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults,multiclass,1552,311,389,27,7,0.8560411311053985,0.8562880840545886,46.90091466903687,0.7613065242767334,ok,,0.3641299510338809,log_loss,,1552,1241,0,389,0.4142582081258297,11,5e-06,True,46.831939697265625,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8038585209003215,0.819935691318328,3,True,True,text-embedding-v4,0.05,128,27,0,27,
telco-customer-churn,/home/crc00006699/zh/tabiclv2/data178/telco-customer-churn,binclass,5634,1127,1409,18,2,0.8055358410220014,0.7975092184456082,129.6141641139984,2.221451759338379,ok,,0.1484163889534734,1_minus_roc_auc,,5634,4507,0,1409,0.4183734897524118,8,5e-06,True,129.48153042793274,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8163265306122449,0.8163265306122449,0,True,True,text-embedding-v4,0.05,128,18,0,18,
thyroid-ann,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann,multiclass,3017,604,755,21,3,0.9920529801324504,0.9919737363445972,62.78742241859436,1.2162964344024658,ok,,0.0151935095167327,log_loss,,3017,2413,0,755,0.0070399987598648,8,5e-06,True,62.7189040184021,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9950331125827816,0.9950331125827816,0,True,True,text-embedding-v4,0.05,128,21,0,21,
twonorm,/home/crc00006699/zh/tabiclv2/data178/twonorm,binclass,5920,1184,1480,20,2,0.9777027027027028,0.9777023464142108,142.2833273410797,2.377570152282715,ok,,0.0015558830458054,1_minus_roc_auc,,5920,4736,0,1480,0.0480489174369722,8,5e-06,True,142.1816430091858,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.977195945945946,0.977195945945946,0,True,True,text-embedding-v4,0.05,128,20,0,20,
walking-activity,/home/crc00006699/zh/tabiclv2/data178/walking-activity,multiclass,119465,23893,29867,4,22,0.6754612113704088,0.6747277444860854,2.641908645629883,366.9653539657593,ok,,0.9163670724106996,log_loss,,119465,95572,0,29867,,0,5e-06,False,1.875631332397461,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=22 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False,True,text-embedding-v4,0.05,128,4,0,4,
waveform-5000,/home/crc00006699/zh/tabiclv2/data178/waveform-5000,multiclass,4000,800,1000,40,3,0.868,0.8679453462706075,145.18273878097534,2.196089267730713,ok,,0.258484550690751,log_loss,,4000,3200,0,1000,0.2539508044719696,10,5e-06,True,145.04067540168762,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.87375,0.875,2,True,True,text-embedding-v4,0.05,128,40,0,40,
website_phishing,/home/crc00006699/zh/tabiclv2/data178/website_phishing,multiclass,1082,217,271,9,3,0.92619926199262,0.9264532281561662,19.53060412406921,0.3767199516296386,ok,,0.2389775720905421,log_loss,,1082,865,0,271,0.1908159623853862,8,5e-06,True,19.494441032409668,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9216589861751152,0.9216589861751152,0,True,True,text-embedding-v4,0.05,128,9,0,9,
wine-quality-white,/home/crc00006699/zh/tabiclv2/data178/wine-quality-white,multiclass,3918,784,980,11,7,0.6908163265306122,0.6826932342118999,69.31639766693115,1.2246496677398682,ok,,0.7506964717967852,log_loss,,3918,3134,0,980,0.7750709876418114,8,5e-06,True,69.25794744491577,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6875,0.6875,0,True,True,text-embedding-v4,0.05,128,11,0,11,
